ID,DataYear,ReportingStatus,GrossFloorArea,TotalGHGEmissions,GHGIntensity,NumberOfBuildings,ChicagoEnergyRating,ENERGYSTARScore,ElectricityUse,NaturalGasUse,DistrictSteamUse,DistrictChilledWaterUse,AllOtherFuelUse,SiteEUI,SourceEUI,WeatherNormalizedSiteEUI,WeatherNormalizedSourceEUI
251423,2015,Submitted,63900.0,538.0,8.4,1,,55,2126987.0,2088058.0,,,,66.0,138.8,68.8,141.8
251786,2015,Submitted,60994.0,495.0,8.1,1,,53,1321669.0,4323348.0,,,,92.6,142.5,99.6,149.8
158392,2017,Submitted,278671.0,2687.0,9.6,1,,79,10904633.0,12629694.0,,,,84.5,170.5,90.8,177.9
160455,2017,Submitted,215000.0,1532.0,7.1,2,,72,5847649.0,8487011.0,,,,66.7,126.9,70.8,132.7
206858,2016,Submitted,254911.0,1310.1,5.1,1,,99,2951990.7,14420488.3,,,,68.2,95.8,75.7,103.6
116215,2018,Submitted,102457.0,781.7,7.6,1,3.5,57,3695407.5,3143397.1,,,,66.7,133.2,65.0,128.4
172276,2017,Submitted,178600.0,614.2,3.4,2,,99,1813150.0,5251068.0,,,,39.6,62.7,41.9,65.2
260025,2016,Submitted,128542.0,1182.2,9.2,1,,34,4699217.9,5949500.2,,,,82.8,163.4,85.7,165.4
251368,2017,Submitted,219291.0,1855.8,8.5,1,,63,5772398.0,14845981.0,,,,94.0,153.7,113.1,173.8
172110,2018,Submitted,104400.0,825.6,7.9,1,3.0,69,2191131.8,8680780.4,,,,104.1,146.1,104.5,145.0
105034,2018,Not Submitted,397000.0,,,1,0.0,,,,,,,,,,
117702,2017,Submitted,68331.0,293.9,4.3,1,,78,738680.0,2961365.0,,,,54.1,79.4,59.4,84.9
254077,2016,Submitted,67133.0,497.4,7.4,1,,77,1132371.1,5435747.9,,,,97.8,138.0,107.7,148.3
160157,2017,Submitted,226740.0,2545.1,11.2,1,,88,12168959.0,5556979.0,,,,78.2,194.3,81.3,199.5
250066,2018,Submitted,100000.0,777.6,7.8,1,3.5,64,1096431.2,11206443.2,,,,123.0,148.4,123.8,148.9
252105,2016,Submitted,290149.0,2827.9,9.7,1,,25,13016844.8,8069636.3,,,,72.7,170.1,75.5,174.9
160208,2017,Submitted,189039.0,3347.1,17.7,1,,27,14019625.0,14214325.0,,,,149.4,311.8,154.1,317.8
251404,2018,Submitted,60929.0,541.6,8.9,1,1.0,17,922931.7,7305736.1,,,,135.1,168.3,130.4,163.5
254994,2017,Submitted,332424.0,2062.3,6.2,1,,90,9491410.0,5787977.0,,,,46.0,107.9,47.9,111.5
103766,2015,Submitted,282343.0,4446.0,15.7,1,,68,21248769.0,3319520.0,,,,87.0,248.7,88.1,250.9
251474,2017,Submitted,72489.0,404.0,5.6,1,,92,1126528.0,3683803.0,,,,66.4,102.2,75.3,111.6
173951,2016,Submitted,85000.0,1688.3,19.9,1,,,5568762.7,12461403.4,,,,212.1,359.7,217.8,360.7
251445,2015,Submitted,67964.0,829.0,12.2,1,,10,3367336.0,2871095.0,,,,91.8,199.9,94.7,203.0
173639,2016,Submitted,90318.0,1331.8,14.7,1,,37,7225220.5,,,,,80.0,251.2,85.1,267.1
175580,2018,Not Submitted,70800.0,507.0,7.2,1,0.0,21,1318925.7,5415125.3,,,,95.1,132.5,96.4,133.9
251695,2016,Submitted,139709.0,1037.8,7.4,1,,62,3790732.0,6383498.2,,,,72.8,133.2,79.6,140.3
103314,2021,Not Submitted,86780.0,,,,0.0,,,,,,,,,,
114198,2018,Submitted,128700.0,1069.6,8.3,1,3.5,53,5865773.9,1764104.4,,,,59.3,142.0,58.1,138.8
100730,2015,Submitted,527238.0,5385.0,10.2,1,,82,26804624.0,,,,,50.8,159.6,51.5,161.9
172708,2017,Submitted,193381.0,1203.9,6.2,11,,,3461877.0,10614898.0,,,,72.8,113.8,78.7,119.5
173322,2018,Submitted,126880.0,1257.9,9.9,1,3.0,67,6494997.9,3339700.0,,,,77.5,171.0,75.6,167.7
101789,2015,Submitted,1001834.0,11558.0,11.5,1,,80,57525228.0,,,,,57.4,180.3,59.0,185.2
251612,2015,Submitted,94414.0,755.0,8.0,1,,62,2027606.0,6550550.0,,,,90.9,140.3,97.1,147.4
158402,2018,Submitted,243373.0,4495.0,18.5,1,1.0,5,16411017.1,33226408.7,,,,204.0,332.2,204.7,332.6
251739,2018,Submitted,205094.0,2801.5,13.7,1,1.0,11,13293547.8,11107485.2,,,,119.0,238.4,117.7,236.7
254048,2016,Submitted,65632.0,683.2,10.4,1,,,2453498.2,4348476.0,,,,103.6,186.9,108.3,189.2
253989,2016,Submitted,154716.0,2401.4,15.5,1,,58,13028223.8,,,,,84.2,264.4,84.2,264.4
251263,2017,Submitted,462140.0,5979.2,12.9,1,,,27772189.0,15894792.0,,,,94.5,224.8,100.7,239.4
172065,2017,Submitted,66423.0,273.4,4.1,1,,,979587.0,1736817.0,,,,40.9,73.8,46.1,78.6
103596,2014,Submitted,433994.0,8846.0,20.38,1,,66,44027561.0,,,,,101.0,319.0,101.0,316.0
175581,2016,Submitted,72000.0,920.7,12.8,1,,,3723798.8,4372200.0,,,,112.4,226.2,116.6,230.5
101038,2016,Submitted,458947.0,5734.1,12.5,1,,92,27510672.8,12426120.9,,,44160.0,87.1,216.7,89.7,218.1
251518,2018,Submitted,103904.0,823.8,7.9,1,2.0,46,3028653.3,6024313.1,,,,87.1,142.5,85.0,140.8
133159,2016,Submitted,62925.0,2275.0,36.2,1,,,9621635.3,9442064.9,,,,303.0,637.7,308.5,636.3
102362,2016,Submitted,68000.0,658.7,9.7,1,,73,3081237.3,1709737.6,,,,70.5,168.7,71.9,166.3
251381,2015,Submitted,55148.0,444.0,8.1,1,,84,1573467.0,2411956.0,,,,72.3,135.5,76.2,139.5
100533,2017,Submitted,188800.0,1987.5,10.5,1,,23,7600660.0,10960303.0,,,,98.3,187.4,107.4,197.0
100317,2018,Submitted,80000.0,456.4,5.7,1,3.5,73,581281.3,6772576.1,,,,91.9,109.2,89.6,106.2
227730,2016,Submitted,193880.0,1117.6,5.8,1,,71,2195530.6,13423123.8,,,,80.6,108.3,88.6,116.7
160343,2015,Submitted,292445.0,1872.0,6.4,1,,83,6267571.0,11531916.0,,,,60.9,108.7,63.0,110.4
251717,2016,Submitted,169086.0,1030.5,6.1,1,,67,4697634.8,3100130.2,,,,46.1,106.5,48.5,109.0
174321,2017,Submitted,111873.0,1054.1,9.4,1,,16,3850186.0,6443016.0,,,,92.0,168.5,96.5,173.2
251623,2015,Submitted,102700.0,1222.0,11.9,1,,22,5076162.0,3795360.0,,,,86.4,194.0,89.0,196.8
105339,2018,Not Submitted,102580.0,,,1,0.0,,,,,,,,,,
102946,2016,Submitted,61000.0,619.5,10.2,1,,17,2360716.1,3471117.8,,,,95.6,181.3,103.0,187.7
165269,2018,Submitted,147129.0,2147.7,14.6,1,1.0,6,11249892.9,5199200.1,,,,111.8,251.2,111.2,248.9
256438,2018,Not Submitted,140788.0,3506.6,24.9,1,0.0,,10255462.0,,19285001.3,9866880.8,,279.9,432.5,,
103317,2018,Submitted,184432.0,867.9,4.7,1,4.0,89,2298974.9,9139197.6,,,,62.0,86.9,62.8,87.5
103812,2017,Submitted,130007.0,1165.1,9.0,1,,80,5878965.0,1471306.0,,,,56.5,153.9,59.3,159.3
135082,2017,Submitted,164478.0,2861.4,17.4,1,,,8734075.0,18519850.0,,4987164.0,,196.0,315.3,203.5,323.2
159424,2018,Submitted,289267.0,2789.9,9.6,1,1.0,15,5186175.2,36282629.3,,,,143.4,181.9,145.7,184.3
251725,2016,Submitted,68612.0,569.3,8.3,1,,68,2384206.3,2444993.0,,,,70.4,146.5,74.8,151.1
113199,2016,Submitted,72000.0,738.5,10.3,1,,10,3601666.3,1405825.2,,,,69.5,177.6,71.1,182.6
160438,2018,Submitted,1327735.0,14025.4,10.6,1,4.0,68,73057164.0,,,35509117.9,,81.8,178.4,80.6,175.6
251545,2019,Not Submitted,,,,,0.0,,,,,,,,,,
173934,2016,Submitted,53407.0,370.6,6.9,1,,66,813895.1,4143999.9,,,,92.8,129.3,99.6,135.7
251276,2017,Submitted,95622.0,1020.3,10.7,1,,76,4707895.0,2821833.0,,,,78.7,185.6,82.5,188.5
175961,2015,Submitted,131093.0,1461.0,11.1,1,,77,6206135.0,4022976.0,,,,78.0,180.9,80.0,182.9
253996,2016,Submitted,190335.0,840.7,4.4,1,,99,1469330.0,10729087.3,,,,64.1,83.4,69.2,88.8
135007,2017,Submitted,158110.0,2751.5,17.4,1,,48,13493795.0,4830435.0,,,,115.9,300.1,120.6,307.5
243714,2016,Submitted,194910.0,1344.0,6.9,1,,51,3457263.6,13306501.7,,,,86.0,127.4,93.7,135.4
158361,2018,Submitted,266374.0,3347.1,12.6,1,1.5,38,17609540.1,7860400.0,,,,95.6,216.1,94.6,213.2
238367,2016,Submitted,365977.0,3111.0,8.5,1,,39,10890077.0,20780973.1,,,,86.5,153.1,92.1,156.4
114282,2016,Submitted,174310.0,2173.0,12.5,1,,3,4789564.3,24289666.5,,,,166.8,232.6,184.5,251.1
240518,2017,Submitted,401500.0,2761.0,6.9,1,,67,10318663.0,16061415.0,,,,65.7,122.7,69.5,126.5
243913,2015,Submitted,296542.0,3005.0,10.1,1,,31,12687024.0,8587051.0,,,,71.7,164.7,74.59999999999998,170.4
222707,2017,Submitted,122812.0,818.1,6.7,1,,49,2381702.0,7942779.0,,,,84.1,122.2,90.4,128.6
256422,2018,Not Submitted,68398.0,18.1,0.3,1,0.0,,9533.1,,248972.9,,,3.8,4.8,,
251789,2017,Submitted,137844.0,659.3,4.8,6,,75,1147824.0,8416294.0,,,,69.4,90.3,78.0,99.3
158420,2018,Not Submitted,340887.0,,,1,0.0,,,,,,,,,,
252068,2017,Submitted,70265.0,830.7,11.8,1,,60,3745939.0,2599447.0,,,,90.3,206.2,93.1,209.2
101681,2017,Submitted,1096075.0,25731.8,23.5,2,,42,92964205.0,160844262.0,,,,231.6,420.4,237.0,423.2
160372,2018,Submitted,456710.0,3222.8,7.1,1,3.0,67,14197918.9,16205298.5,,,,66.6,124.3,65.5,123.2
166787,2018,Submitted,68779.0,837.5,12.2,1,1.0,3,2864101.4,6796258.1,,,,140.5,220.4,140.8,219.6
251597,2016,Submitted,95310.0,788.2,8.3,1,,51,2893765.3,4796787.0,,,,80.7,148.2,89.2,159.4
251536,2016,Submitted,102616.0,741.3,7.2,1,,29,1953468.9,7177398.9,,,,89.0,133.2,98.4,142.7
160198,2017,Submitted,385000.0,4136.7,10.7,1,,48,16771870.0,19498410.0,,,,94.2,190.0,97.0,191.8
241767,2017,Submitted,801566.0,7672.4,9.6,1,,17,38404448.0,10761364.0,,,,61.3,164.5,65.9,176.8
103804,2017,Submitted,230000.0,2103.9,9.1,1,,87,11378945.0,,,,,49.5,155.3,49.5,155.3
175891,2016,Submitted,326440.0,1667.1,5.1,1,,66,2663963.4,22142925.7,,,,76.0,96.8,83.0,104.2
157347,2015,Submitted,139950.0,1084.0,7.7,1,,,3528578.0,7059852.0,,,,75.7,132.1,77.9,134.5
238595,2017,Submitted,91460.0,1503.9,16.4,1,,1,1662313.0,22528394.0,,,,264.5,315.7,289.5,342.0
159247,2016,Submitted,367510.0,2147.3,5.8,1,,89,6161979.9,19043455.1,,,,68.6,107.1,72.1,110.8
101940,2018,Submitted,315000.0,5211.2,16.5,1,,,27115706.5,13181228.7,,,,127.9,285.0,127.7,284.3
238957,2017,Submitted,787000.0,4206.3,5.3,1,,81,11747697.0,38299104.0,,,,63.6,98.0,68.4,103.2
157320,2016,Submitted,76470.0,790.3,10.3,1,,,3178147.7,3850745.9,,,,91.9,183.4,95.5,184.8
251528,2018,Submitted,77140.0,489.3,6.3,1,2.0,48,1406120.7,4807576.2,,,,80.6,116.5,77.3,113.1
164102,2019,Not Submitted,,,,,0.0,,,,,,,,,,
251376,2018,Submitted,58580.0,349.9,6.0,1,2.5,52,945500.7,3626460.4,,,,78.0,110.2,78.5,110.6
105608,2016,Submitted,50736.0,371.3,7.3,1,,40,923321.3,3785734.7,,,,92.8,135.5,102.8,145.9
159323,2016,Submitted,211036.0,1632.4,7.7,1,,67,4375132.5,15550816.3,,,,94.4,142.5,100.4,147.2
165606,2016,Submitted,300000.0,3781.5,12.6,2,,,17038654.5,12067493.4,,,,97.0,220.6,95.7,216.6
132823,2016,Submitted,72786.0,1773.7,24.4,1,,1,5628367.0,13862099.8,,,,267.8,442.8,286.2,454.9
243199,2016,Submitted,403260.0,4941.0,12.3,1,,6,18598426.4,28484538.5,,,,116.8,219.0,126.2,228.9
254346,2018,Not Submitted,64060.0,,,1,0.0,,,,,,,,,,
254995,2017,Submitted,195383.0,1297.2,6.6,1,,66,5422716.0,5545653.0,,,,56.1,117.0,59.0,120.0
118332,2016,Submitted,87135.0,1759.7,20.2,1,,37,9474206.2,251523.0,,,,111.6,344.4,111.7,344.8
112395,2018,Submitted,52015.0,286.9,5.5,1,4.0,87,567490.7,3624037.1,,,,80.6,103.7,81.9,105.1
101923,2018,Exempt,414514.0,,,1,,,,,,,,,,,
136487,2018,Submitted,73327.0,1133.6,15.5,1,1.0,19,3730813.9,9657763.1,,,,182.6,280.8,179.1,276.8
251689,2018,Exempt,128953.0,,,1,,,,,,,,,,,
103815,2017,Submitted,330217.0,2735.0,8.3,1,,91,10213204.0,15940451.0,,,,79.2,147.8,85.3,154.7
111862,2016,Submitted,96000.0,628.2,6.5,1,,,1810274.1,5544503.8,,,,76.6,119.9,84.3,127.9
115046,2016,Submitted,114400.0,735.2,6.4,1,,70,1910184.3,7212164.4,,,,79.7,118.6,88.1,127.4
158654,2018,Submitted,269400.0,2062.4,7.7,1,3.0,43,416008.1,37525936.4,,,,140.8,150.6,142.9,152.9
260034,2018,Submitted,59310.0,484.4,8.2,1,2.5,35,1247331.7,5213630.1,,,,108.9,151.2,108.6,150.9
175470,2017,Submitted,53696.0,307.8,5.7,1,,58,561765.0,3838779.0,,,,82.0,107.9,90.3,116.5
250155,2017,Submitted,188172.0,2504.8,13.3,1,,56,13547073.0,,,,,72.0,226.1,75.7,237.6
172784,2016,Submitted,107500.0,815.2,7.6,1,,48,916319.9,12167538.8,,,,121.7,145.6,133.7,157.4
175605,2018,Not Submitted,70213.0,,,1,0.0,,,,,,,,,,
160373,2015,Submitted,378855.0,3829.0,10.1,1,,32,13979445.0,19200013.0,,,,87.6,169.1,90.2,171.4
106819,2018,Submitted,272432.0,3824.5,14.0,1,1.0,10,12663409.4,32339999.8,,,,165.2,254.8,152.8,240.1
250085,2018,Submitted,109564.0,816.7,7.5,1,3.5,59,2347855.2,8022078.6,,,,94.6,136.9,92.0,134.1
239679,2017,Submitted,475800.0,2952.1,6.2,1,,78,10079594.0,20491299.0,,,,64.3,111.7,68.0,115.3
173250,2018,Submitted,58875.0,1304.4,22.2,1,1.0,27,4099808.0,11715925.8,,,,268.6,403.9,258.0,385.9
100729,2015,Submitted,568200.0,10157.0,17.9,1,,62,50020602.0,2011100.0,,,,91.6,280.1,92.5,282.8
251687,2015,Submitted,133238.0,769.0,5.8,1,,84,3731735.0,356912.0,,,,30.7,90.8,30.8,90.8
101971,2015,Submitted,306560.0,4757.0,15.5,1,,,21553969.0,8037100.0,,,,96.5,248.3,97.9,248.2
251669,2016,Submitted,123430.0,949.1,7.7,1,,54,3872002.4,4432395.4,,,,67.3,136.2,72.8,142.0
158958,2018,Submitted,382000.0,8914.6,23.3,6,1.5,31,31968072.1,67706999.9,,,,260.9,420.4,261.2,420.5
239994,2018,Submitted,355095.0,3096.3,8.7,1,1.0,28,10489453.6,25438952.2,,,,101.2,157.9,97.6,152.0
251943,2018,Submitted,53684.0,625.6,11.7,1,1.0,13,3150193.1,1911628.4,,,,94.3,201.7,94.8,206.9
251696,2015,Submitted,154984.0,1298.0,8.4,1,,52,4496255.0,7435940.0,,,,77.0,141.5,77.8,142.4
158316,2016,Submitted,399000.0,4521.8,11.3,1,,44,18287119.0,21671355.3,,,,100.1,200.9,105.1,204.9
113690,2018,Submitted,169733.0,1147.8,6.8,1,2.5,55,2988669.7,12248182.8,,,,89.8,125.1,90.8,125.4
251217,2016,Submitted,427429.0,3464.4,8.1,1,,46,10126055.1,30084006.1,,,,94.1,148.3,103.1,157.7
135620,2018,Exempt,80400.0,,,1,,,,,,,,,,,
135134,2018,Submitted,149011.0,1640.6,11.0,1,2.5,45,5702741.7,13025999.8,,,,125.7,198.9,121.4,192.9
254063,2017,Submitted,181852.0,879.0,4.8,1,,95,3220078.0,5340228.0,,,,47.1,86.4,48.6,88.0
134779,2016,Submitted,184461.0,2854.0,15.5,1,,,13404618.6,7214810.8,,,,111.8,269.2,116.4,272.7
131155,2017,Submitted,58044.0,1201.9,20.7,1,,12,6433094.0,234003.0,,,,114.9,352.2,114.9,352.2
173845,2018,Submitted,51150.0,390.7,7.6,1,3.5,56,594690.8,5493900.3,,,,119.0,145.3,119.2,144.7
160151,2017,Submitted,343240.0,4715.5,13.7,1,,39,19267799.0,21707300.0,,,,119.4,242.7,118.7,240.6
251364,2018,Exempt,63861.0,,,1,,,,,,,,,,,
255150,2018,Submitted,51765.0,479.1,9.3,1,3.0,,2174314.1,2209300.1,,,,84.7,162.4,84.6,160.8
103312,2016,Submitted,62000.0,773.4,12.5,1,,,2573832.0,5629500.0,,,,132.3,225.7,144.2,238.2
128798,2015,Submitted,237256.0,2703.0,11.4,1,,,10574129.0,10884281.0,,,,90.4,188.1,90.3,186.4
172547,2021,Exempt,103900.0,,,,,,,,,,,,,,
101713,2019,Submitted,3193966.0,,,1,3.5,76,115544104.5,104670562.1,,,,92.6,,,
250019,2015,Submitted,57888.0,565.0,9.8,1,,,2741218.0,268096.0,,,,52.0,153.6,52.0,153.6
231271,2015,Submitted,370476.0,3743.0,10.1,1,,34,13526785.0,19300396.0,,,,88.6,169.3,91.7,172.6
101929,2015,Submitted,421232.0,4443.0,10.5,1,,83,16746581.0,12865049.0,,7503996.0,,88.1,174.7,89.1,175.8
254048,2018,Submitted,65632.0,668.5,10.2,1,1.5,34,2638424.5,4321922.5,,,,106.1,181.7,107.2,182.9
151285,2018,Submitted,68781.0,460.4,6.7,1,2.0,49,1509720.9,3939761.5,,,,79.2,121.6,80.1,122.6
243247,2017,Submitted,194807.0,1596.6,8.2,1,,41,8635032.0,,,,,44.3,139.2,47.8,150.0
111633,2018,Submitted,139707.0,786.3,5.6,1,4.0,85,2317338.3,7545511.9,,,,70.6,103.2,70.6,103.1
101954,2017,Submitted,259000.0,4250.5,16.4,1,,31,18456924.0,15774808.0,,,,132.2,287.7,137.4,292.6
244593,2017,Submitted,588000.0,4847.8,8.2,1,,32,23143702.0,10706677.0,,,,57.6,142.7,62.7,156.6
244931,2015,Submitted,574600.0,3548.0,6.2,1,,66,11935456.0,21656797.0,,,,58.5,104.8,60.1,105.6
251583,2016,Submitted,99762.0,592.8,5.9,1,,45,1545698.4,5797595.9,,,,73.6,109.7,82.9,119.4
102455,2014,Submitted,419312.0,6790.0,16.19,1,,,25532624.0,885000.0,24287151.0,,,121.0,263.0,118.0,260.0
252048,2016,Submitted,90125.0,1091.4,12.1,1,,55,3095278.7,,6733778.4,1399200.0,,124.6,213.3,129.4,219.3
162409,2018,Not Submitted,177904.0,,,1,0.0,,,,,,,,,,
135103,2017,Submitted,66030.0,1290.4,19.5,1,,16,6303073.0,2354057.0,,,,131.1,337.2,,
121264,2015,Submitted,80489.0,967.0,12.0,1,,,2652030.0,100690.0,5411913.0,1311840.0,,117.7,202.0,116.9,201.1
250061,2015,Submitted,65000.0,1262.0,19.4,1,,,5686896.0,2253165.0,,,,122.2,311.1,124.3,312.4
102587,2018,Exempt,298689.0,,,1,,,,,,,,,,,
160280,2017,Submitted,326409.0,,,1,,15,10069232.0,13450800.0,,9581064.0,,101.4,169.5,105.0,175.2
238787,2016,Submitted,278998.0,2819.9,10.1,1,,7,12107570.7,11074693.4,,,,83.1,177.9,86.7,183.9
103711,2014,Submitted,776691.0,9220.0,11.87,1,,89,45889489.0,,,,,59.0,186.0,56.0,177.0
175181,2018,Submitted,71864.0,333.1,4.6,4,4.0,92,835996.6,3653682.1,,,,62.5,86.0,62.9,85.8
251228,2015,Submitted,73332.0,636.0,8.7,1,,92,3164927.0,,,,,43.2,135.5,43.7,137.3
232398,2015,Submitted,502995.0,5662.0,11.3,1,,10,25455564.0,10313361.0,,,,71.1,180.4,72.5,184.8
251889,2015,Submitted,111681.0,515.0,4.6,1,,93,1440440.0,4252812.0,,,,51.0,80.5,51.8,81.4
101703,2017,Submitted,59310.0,480.4,8.1,1,,31,730113.0,6503291.0,,,,122.0,153.8,132.2,164.8
251545,2018,Submitted,81370.0,578.2,7.1,1,2.0,46,2202246.7,3987406.4,,,,76.1,127.2,73.8,124.8
116715,2017,Submitted,59094.0,692.3,11.7,1,,59,2539079.0,4195223.0,,,,114.0,209.5,119.6,215.4
251441,2017,Submitted,74108.0,705.2,9.5,1,,3,3040719.0,2691407.0,,,,77.3,167.0,82.3,170.3
237359,2017,Submitted,613400.0,3571.0,5.8,1,,,7560733.0,40912900.0,,,,79.0,108.7,85.5,115.5
173488,2018,Submitted,112700.0,1524.0,13.5,1,2.0,38,9160899.3,,,,,81.3,227.6,80.5,225.4
260086,2017,Submitted,77000.0,530.2,6.9,1,,87,1116853.0,6094132.0,,,,93.6,128.6,100.0,135.3
254376,2018,Not Submitted,53190.0,,,1,0.0,,,,,,,,,,
251516,2016,Submitted,78589.0,439.0,5.6,1,,59,1292797.9,3778933.2,,,,64.5,102.1,75.6,113.7
253946,2018,Submitted,80000.0,404.6,5.1,1,4.0,91,1713168.6,2251598.3,,,,49.6,89.5,49.0,88.9
147625,2017,Submitted,221335.0,1158.0,5.2,1,,94,4060734.0,7666251.0,,,,53.0,94.0,57.1,98.3
101030,2017,Submitted,76017.0,520.4,6.8,1,,55,1874895.0,3270294.0,,,,67.7,122.6,71.7,126.8
173858,2018,Submitted,130027.0,1312.6,10.1,1,,,7889693.8,,,,,60.7,169.9,60.2,168.5
101848,2017,Submitted,699436.0,7678.3,11.0,1,,77,40955840.0,1991979.0,,,,61.4,186.9,64.3,195.9
128798,2018,Submitted,237256.0,2373.6,10.0,1,3.0,,10598531.8,11491600.0,,,,93.1,175.9,92.9,175.5
231297,2016,Submitted,185669.0,1287.5,6.9,1,,72,5291483.1,5876825.5,,,,60.2,122.7,61.5,122.3
113509,2017,Submitted,74500.0,273.0,3.7,1,,99,1476717.0,,,,,19.8,62.2,19.8,62.2
250017,2019,Not Submitted,,,,,0.0,,,,,,,,,,
119808,2017,Submitted,127900.0,2186.6,17.1,1,,,8684925.0,10935428.0,,,,153.4,303.0,162.4,310.5
172298,2016,Submitted,120000.0,455.9,3.8,1,,100,1582847.3,3091235.5,,,,39.0,68.5,41.1,69.9
253984,2018,Submitted,91304.0,928.2,10.2,1,3.0,54,4570612.8,3159669.8,,,,84.7,176.5,82.4,172.6
251317,2016,Submitted,122666.0,,,1,,15,6108831.2,16827524.5,,4497025.7,,223.6,337.1,232.0,346.0
251575,2021,Exempt,99420.0,,,1,,,,,,,,,,,
102160,2014,Submitted,275373.0,4829.0,17.54,1,,,24036278.0,,,,,87.0,274.0,84.0,262.0
149001,2016,Submitted,89813.0,1598.6,17.8,1,,2,4409945.2,14792982.6,,,,213.8,327.1,231.8,343.8
158316,2017,Submitted,399000.0,4276.6,10.7,1,,48,17132693.0,20877320.0,,,,95.3,189.8,101.3,198.9
251381,2017,Submitted,55148.0,450.6,8.2,1,,79,1705977.0,2545201.0,,,,77.1,145.6,85.6,154.2
243190,2015,Submitted,398623.0,,,1,,7,15128801.0,17569622.0,,1942428.0,,86.9,170.3,89.3,173.9
251867,2018,Submitted,127371.0,870.4,6.8,1,2.0,47,2076332.3,9883128.6,,,,93.9,127.1,89.2,122.3
159099,2016,Submitted,377000.0,6405.5,17.0,1,,17,25711508.1,31371499.1,,,,151.4,301.5,154.1,300.4
251685,2018,Submitted,63816.0,689.8,10.8,1,1.0,28,2289119.0,5816468.9,,,,127.0,196.1,124.9,192.8
251405,2017,Submitted,60934.0,508.0,8.3,1,,17,1321800.0,4962719.0,,,,103.1,153.6,113.1,164.1
101907,2017,Submitted,539705.0,6512.8,12.1,1,,72,35224191.0,,,,,65.3,204.9,67.7,212.5
101038,2017,Submitted,458947.0,5356.1,11.7,1,,96,26360982.0,9055160.0,,,15047.0,77.2,201.1,79.2,202.7
251419,2017,Submitted,63929.0,0.7,,1,,100,,14030.0,,,,0.2,0.2,0.2,0.2
119757,2016,Submitted,120964.0,1436.6,11.9,1,,78,7222627.4,1981900.1,,,,76.1,204.7,77.5,203.3
254157,2016,Submitted,73000.0,773.1,10.6,1,,,3753865.3,1529000.1,,,,72.4,183.5,,
114861,2017,Submitted,127096.0,1239.0,9.7,1,,6,3216379.0,12130526.0,,,,120.8,179.7,131.0,190.4
175728,2017,Submitted,76690.0,884.4,11.5,1,,5,3206519.0,5489511.0,,,,113.4,206.4,116.0,214.8
119552,2016,Submitted,63407.0,2110.7,33.3,1,,57,9880725.5,5449599.8,,,,241.8,579.6,247.1,580.1
251896,2018,Submitted,99100.0,1033.3,10.4,1,2.0,41,3032387.4,9956840.3,,,,131.1,191.2,126.0,185.8
250038,2016,Submitted,255116.0,2810.1,11.0,1,,22,10742514.8,15626148.0,,,,103.4,196.5,112.5,206.1
102362,2017,Submitted,68000.0,687.8,10.1,1,,68,3174074.0,1901047.0,,,,74.6,175.9,77.0,177.3
250087,2016,Submitted,94952.0,130.3,1.4,1,,100,707061.9,,,,,7.4,23.4,7.4,23.4
105340,2018,Submitted,65806.0,419.1,6.4,1,4.0,79,1137673.4,4327960.2,,,,83.1,117.5,83.5,117.2
254171,2016,Submitted,127500.0,1529.2,12.0,2,,,6367703.0,6693700.1,,,,102.4,211.9,104.9,212.7
252088,2016,Submitted,249000.0,739.1,3.0,4,,100,1408558.9,9027900.1,,,,41.9,55.8,45.3,59.2
140570,2017,Submitted,145784.0,966.7,6.6,1,,61,3684029.0,5376753.0,,,,62.2,118.1,66.0,123.3
173622,2015,Submitted,71235.0,1982.0,27.8,1,,,7379303.0,9409147.0,,,,235.7,464.0,239.5,466.3
158295,2015,Submitted,600700.0,6458.0,10.8,1,,60,17448855.0,55580703.0,,,,121.6,188.4,125.2,191.0
255783,2018,Not Submitted,58000.0,,,1,0.0,,,,,,,,,,
158391,2018,Submitted,175000.0,883.7,5.0,1,4.0,97,1700602.2,11310521.5,,,,74.3,95.1,74.7,95.4
160349,2017,Submitted,201765.0,1094.6,5.4,1,,92,4710273.0,4210891.0,,,,44.2,95.2,45.9,97.6
166264,2015,Submitted,674000.0,6717.0,10.0,1,,64,26344803.0,26811431.0,,,,78.9,164.5,81.0,166.2
147895,2017,Submitted,80000.0,377.5,4.7,1,,94,1326309.0,2489589.0,,,,47.7,84.7,50.0,87.2
103653,2018,Submitted,1883966.0,27128.0,14.4,1,1.5,31,148300669.3,3607884.8,,42967512.9,,103.4,243.2,100.5,237.6
103733,2017,Submitted,310839.0,5051.2,16.3,1,,54,22161742.0,17953722.0,,,,129.1,284.5,129.9,285.4
112622,2018,Not Submitted,64875.0,,,1,0.0,,,,,,,,,,
250018,2019,Not Submitted,,,,,0.0,,,,,,,,,,
251285,2018,Submitted,701433.0,7770.4,11.1,30,,,29321933.0,54452599.5,,,,119.4,198.6,120.6,197.4
250077,2018,Submitted,838253.0,3285.3,3.9,32,4.0,94,9972682.3,30616906.0,,,,48.4,71.7,48.6,71.8
101709,2015,Submitted,1742899.0,16080.0,9.2,1,,,63398509.0,62934111.0,,,,72.5,152.1,75.3,155.1
103687,2015,Submitted,1114203.0,9365.0,8.4,1,,94,36991130.0,36385087.0,,,,65.9,138.5,68.5,141.3
