ID,DataYear,ReportingStatus,GrossFloorArea,TotalGHGEmissions,GHGIntensity,NumberOfBuildings,ChicagoEnergyRating,ENERGYSTARScore,ElectricityUse,NaturalGasUse,DistrictSteamUse,DistrictChilledWaterUse,AllOtherFuelUse,SiteEUI,SourceEUI,WeatherNormalizedSiteEUI,WeatherNormalizedSourceEUI
164777,2016,Submitted,51825.0,699.0,13.5,1,,44,3792171.9,,,,,73.2,229.8,75.4,236.9
251418,2018,Submitted,82050.0,653.3,8.0,1,1.0,28,3345957.0,1819089.7,,,,62.9,137.5,63.9,139.0
254227,2018,Submitted,50000.0,717.1,14.3,1,2.0,,2608358.0,5330277.6,,,,158.8,258.0,155.6,254.4
256426,2018,Not Submitted,92978.0,528.5,5.7,1,0.0,,1306492.3,,4686424.8,,,64.5,100.0,,
175879,2017,Submitted,108120.0,356.4,3.3,1,,100,1562795.0,1269265.0,,,,26.2,57.7,26.7,58.2
103849,2016,Submitted,59040.0,346.9,5.9,1,,76,1265732.6,2137978.9,,,,57.7,105.3,60.4,105.7
159510,2018,Submitted,2750000.0,17868.1,6.5,4,4.0,74,62828158.6,139616403.8,,,,73.6,117.3,73.6,115.8
111452,2018,Submitted,81924.0,412.8,5.0,1,4.0,92,1252163.1,3849141.6,,,,62.3,92.1,60.0,89.0
243626,2017,Submitted,285627.0,2667.3,9.3,1,,23,10133094.0,14943667.0,,,,87.8,166.3,93.5,172.3
113768,2018,Submitted,117884.0,945.0,8.0,1,2.0,29,2579291.2,9712116.1,,,,104.3,147.8,103.5,143.9
252046,2016,Submitted,146501.0,1006.7,6.9,1,,,3110376.1,130040.0,6422896.0,,,66.0,120.3,70.7,126.1
251243,2018,Submitted,63803.0,424.8,6.7,1,3.5,78,1611866.3,2949134.5,,,,71.5,119.3,69.4,116.1
102323,2016,Submitted,65208.0,199.7,3.1,1,,100,737503.8,1199907.1,,,,29.7,54.8,31.4,56.1
244182,2018,Submitted,989315.0,8478.3,8.6,1,1.0,27,25901536.1,78493618.9,,,,105.5,156.6,103.2,154.2
250023,2017,Submitted,64955.0,359.1,5.5,1,,,69917.0,6517844.0,,,,101.4,108.7,111.0,118.8
173769,2017,Submitted,98750.0,418.5,4.2,1,,88,951075.0,4568264.0,,,,55.9,78.8,60.7,84.5
101804,2015,Submitted,878884.0,9438.0,10.7,1,,77,32111475.0,56224573.0,,,,100.5,181.9,102.3,183.8
102340,2016,Submitted,192102.0,1799.7,9.4,1,,14,6683026.4,10691535.6,,,,90.4,167.7,95.0,169.8
254534,2018,Submitted,175000.0,1021.8,5.8,1,3.0,66,3752681.4,7483849.3,,,,64.2,104.9,62.0,101.2
105987,2016,Submitted,125000.0,718.8,5.8,1,,80,1233332.2,9253699.3,,,,83.9,108.7,92.4,117.7
253957,2016,Submitted,101200.0,906.1,9.0,1,,5,2294085.5,9098875.8,,,,112.6,165.6,123.4,177.0
254023,2016,Submitted,122850.0,653.9,5.3,1,,80,2475610.7,3719352.8,,,,50.4,95.1,51.2,91.5
127877,2015,Submitted,69302.0,1763.0,25.4,1,,,5869902.0,10997127.0,,,,243.4,432.6,245.4,434.7
171972,2017,Submitted,72949.0,390.3,5.4,1,,,2110812.0,,,,,28.9,90.9,28.9,90.9
101874,2016,Submitted,517115.0,7832.8,15.1,1,,49,42479058.8,55860.9,,,,82.3,258.1,86.6,271.8
251420,2017,Submitted,138015.0,1519.3,11.0,1,,13,5633676.0,8993039.0,,,,106.0,196.6,113.8,204.8
172708,2018,Submitted,193381.0,1115.1,5.8,11,,,3528915.6,9941050.2,,,,69.7,105.1,68.7,103.5
103669,2015,Submitted,1548634.0,22703.0,14.7,1,,,108529613.0,16899451.0,,,,81.0,231.5,82.7,235.7
232062,2016,Submitted,291068.0,2194.5,7.5,1,,26,8067803.7,13318915.9,,,,73.5,135.1,79.5,141.1
251568,2018,Submitted,50289.0,497.5,9.9,1,1.0,26,2208132.4,2449622.1,,,,92.6,174.1,90.5,171.2
251269,2017,Submitted,447300.0,2101.6,4.7,1,,87,7561545.0,13245700.0,,,,46.5,84.2,49.5,87.3
173908,2018,Submitted,149950.0,766.0,5.1,1,4.0,90,1492794.4,9746179.0,,,,75.0,96.1,75.6,96.4
160284,2017,Submitted,618708.0,5226.0,8.4,2,,20,18804873.0,32930061.0,,,,83.6,151.3,88.1,155.8
252259,2017,Submitted,55300.0,543.3,9.8,2,,40,955470.0,6903335.0,,,,142.1,185.3,153.1,197.1
158403,2015,Submitted,284000.0,3348.0,11.8,1,,,16617508.0,182519.0,,,,59.2,184.4,60.2,187.8
132118,2018,Submitted,62600.0,728.5,11.6,1,1.0,20,2217796.6,6769536.7,,,,143.6,212.7,140.8,207.1
101899,2016,Submitted,64264.0,457.1,7.1,1,,80,1112943.2,4731911.9,,,,91.0,131.7,96.4,135.9
227696,2018,Submitted,194619.0,969.8,5.0,1,4.0,96,3426835.4,7524376.2,,,,56.3,89.9,54.0,86.0
101030,2018,Submitted,76017.0,506.7,6.7,1,4.0,61,1918910.8,3530270.9,,,,71.7,119.4,72.1,119.3
164102,2018,Not Submitted,50000.0,,,1,0.0,,,,,,,,,,
252084,2018,Submitted,78501.0,900.9,11.5,1,1.0,6,3760911.1,5181077.5,,,,113.9,203.4,111.6,201.0
130634,2016,Submitted,113151.0,1046.9,9.3,1,,83,5679529.9,,,,,50.2,157.6,52.5,164.8
101765,2016,Submitted,1153218.0,11326.4,9.8,1,,85,61449369.4,,,,,53.3,167.3,53.9,169.3
251560,2017,Submitted,98776.0,1179.6,11.9,1,,14,5444484.0,3256801.0,,,,88.1,207.7,91.8,211.2
254099,2017,Submitted,113516.0,783.0,6.9,1,,78,3280601.0,3322468.0,,,,58.2,121.5,60.4,123.5
100429,2017,Submitted,2290873.0,34855.0,15.2,1,,23,188512522.0,,,,,82.3,258.4,82.3,258.4
251511,2016,Submitted,80730.0,870.6,10.8,1,,24,3288883.1,4977025.9,,,,102.4,192.7,110.9,201.6
251890,2017,Submitted,292121.0,1850.9,6.3,1,,44,5117345.0,17033653.0,,,,75.8,116.2,86.6,127.5
251251,2017,Submitted,305264.0,2247.2,7.4,2,,49,6917758.0,18228143.0,,,,82.4,133.9,87.3,139.1
251564,2015,Submitted,86910.0,664.0,7.6,1,,29,1685641.0,6130359.0,,,,89.9,135.0,96.2,141.6
251502,2017,Submitted,77794.0,666.1,8.6,1,,34,2360090.0,4324975.0,,,,85.9,153.6,94.1,162.2
103781,2016,Submitted,359409.0,3028.6,8.4,1,,95,13547520.0,10006359.1,,,,65.5,147.6,69.2,151.4
251237,2018,Submitted,136591.0,998.6,7.3,1,2.0,43,2030024.0,12443123.7,,,,106.0,137.3,105.9,136.6
251397,2015,Submitted,140770.0,1159.0,8.2,1,,70,4253696.0,5734072.0,,,,71.0,137.7,75.3,142.2
251632,2016,Submitted,103610.0,959.4,9.3,1,,24,5142429.9,217730.5,,,,51.7,158.1,53.4,163.2
102585,2015,Submitted,1170487.0,15801.0,13.5,12,,,57937841.0,78322978.0,,,,116.4,225.7,120.1,229.6
103682,2017,Submitted,100332.0,195.8,2.0,1,,100,1058832.0,,,,,10.6,33.1,10.6,33.1
251546,2017,Submitted,82255.0,501.2,6.1,1,,90,1604276.0,3852482.0,,,,66.3,110.4,74.2,119.4
156856,2018,Submitted,96180.0,1080.4,11.2,1,2.0,46,4352053.8,6709000.1,,,,115.0,199.9,115.5,200.2
173846,2017,Submitted,139538.0,2244.6,16.1,1,,,12140121.0,,,,,87.0,273.2,87.0,273.2
250133,2017,Submitted,76290.0,1865.4,24.5,1,,76,9047751.0,3624129.0,,,,166.1,422.3,169.8,425.5
252112,2016,Submitted,74000.0,2635.4,35.6,1,,56,11896941.1,8331799.5,,,,273.4,623.0,277.1,621.5
239630,2017,Submitted,474980.0,5053.2,10.6,1,,9,17238018.0,35131131.0,,,,110.3,191.6,117.9,200.7
254388,2018,Submitted,270163.0,2523.7,9.3,1,1.0,24,10785297.9,13733060.6,,,,90.8,165.2,88.7,161.8
159310,2016,Submitted,441959.0,4082.6,9.2,1,,24,16445253.1,19794001.6,,,,82.0,163.9,82.0,163.8
251490,2018,Submitted,70786.0,786.4,11.1,1,1.0,9,1804893.7,9151502.6,,,,154.8,207.1,149.5,201.6
159424,2016,Submitted,289267.0,2650.2,9.2,1,,24,5121272.1,32123033.8,,,,128.8,172.2,141.9,186.0
105488,2017,Submitted,288000.0,1159.4,4.0,1,,95,2520349.0,13054900.0,,,,54.1,75.1,57.9,78.9
252083,2018,Not Submitted,59380.0,,,1,0.0,,,,,,,,,,
251557,2016,Submitted,83900.0,873.4,10.4,1,,38,3625232.9,3863575.0,,,,89.3,184.0,94.2,184.7
172137,2016,Submitted,60000.0,326.6,5.4,1,,,1515037.2,891635.0,,,,40.1,94.9,39.9,94.3
131428,2018,Not Submitted,122173.0,,,1,0.0,,,,,,,,,,
251520,2017,Submitted,91342.0,206.5,2.3,1,,100,795979.0,1116062.0,,,,20.9,40.2,22.8,42.2
160372,2016,Submitted,456710.0,2669.9,5.8,1,,91,11139746.7,11609924.0,,,,49.8,103.3,51.9,105.1
160277,2017,Submitted,907563.0,11907.2,13.1,1,,34,39077227.0,52266264.0,,36165815.0,,140.5,235.5,142.7,237.9
251568,2017,Submitted,50289.0,534.9,10.6,1,,51,2156664.0,2563149.0,,,,93.9,188.2,100.9,194.1
250071,2017,Submitted,744162.0,613.1,0.8,1,,100,3214278.0,354252.0,,,,4.8,14.1,5.0,14.6
102914,2017,Submitted,72000.0,409.8,5.7,1,,47,1241245.0,3394932.0,,,,64.4,103.6,69.3,108.8
251346,2015,Submitted,53419.0,570.0,10.7,1,,71,2219564.0,2336408.0,,,,85.3,176.4,88.9,179.2
250144,2017,Submitted,161166.0,2481.9,15.4,1,,32,9069441.0,15155640.0,,,,150.3,275.4,164.4,290.2
254353,2016,Submitted,53079.0,680.2,12.8,1,,,3176015.8,1784945.8,,,,93.5,223.2,97.6,227.5
160448,2017,Submitted,305442.0,969.1,3.2,3,,99,2277056.0,10319200.0,,,,41.2,58.9,45.3,63.2
105244,2016,Submitted,78367.0,286.4,3.7,1,,93,599802.3,3310080.9,,,,49.9,68.4,52.8,70.4
113632,2018,Submitted,58560.0,328.4,5.6,1,4.0,,703121.8,3980161.7,,,,80.0,105.0,77.6,101.7
240338,2017,Submitted,207520.0,1458.4,7.0,1,,64,4951290.0,10222140.0,,,,73.1,126.6,78.0,131.8
252311,2017,Submitted,61200.0,287.8,4.7,1,,77,490489.0,3710529.0,,,,68.6,88.8,74.4,95.1
251441,2016,Submitted,74108.0,738.7,10.0,1,,3,3417571.8,2047060.4,,,,73.7,173.8,76.4,173.5
254161,2017,Submitted,107304.0,2327.3,21.7,1,,,10691652.0,6598845.0,,,,161.1,377.4,166.5,383.0
157011,2016,Submitted,290134.0,3751.7,12.9,1,,59,17666141.8,9327798.6,,,,93.0,225.0,96.0,225.1
254069,2018,Submitted,50000.0,267.9,5.4,1,4.0,95,825987.2,2455936.1,,,,65.6,97.8,65.7,97.0
243690,2018,Submitted,1110000.0,7638.4,6.9,1,4.0,64,24818905.1,66072060.9,,,,81.9,125.1,82.3,124.5
251213,2015,Submitted,418548.0,4014.0,9.6,1,,29,16275339.0,14014721.0,,,,72.4,157.3,73.8,157.4
105315,2017,Submitted,55460.0,320.1,5.8,1,,89,852574.0,3059260.0,,,,70.5,106.2,75.0,110.8
251714,2017,Submitted,150436.0,1516.2,10.1,1,,16,5711337.0,8664639.0,,,,95.6,179.7,104.6,188.8
235845,2015,Submitted,356786.0,3683.0,10.3,1,,22,13276566.0,19115846.0,,,,90.8,173.1,94.3,176.8
103716,2018,Submitted,1695000.0,19838.2,11.7,3,2.0,41,68391561.0,166408543.2,-4654950.2,-1316832.0,,135.0,212.1,136.0,212.8
159560,2016,Submitted,621923.0,5545.2,8.9,1,,27,18826177.4,39069103.6,,,,93.1,161.0,99.4,165.4
251785,2015,Submitted,135434.0,784.0,5.8,3,,,1594855.0,8735520.0,,,,76.3,104.7,82.0,110.9
172406,2018,Submitted,277185.0,1757.3,6.3,3,4.0,82,5567582.2,15646932.7,,,,76.5,115.5,76.9,115.9
250032,2017,Submitted,107884.0,1556.7,14.4,1,,,6255083.0,7533785.0,,,,127.8,255.4,127.8,255.4
251509,2017,Submitted,73350.0,701.5,9.6,1,,47,3194095.0,2087626.0,,,,72.0,166.6,77.3,172.2
100397,2015,Submitted,184611.0,1336.0,7.2,1,,64,4298547.0,8896072.0,,,,71.5,123.7,75.59999999999998,128.0
175226,2018,Not Submitted,55774.0,,,1,0.0,,,,,,,,,,
251780,2016,Submitted,167834.0,1732.5,10.3,6,,,6319675.7,10686877.3,,,,101.3,185.1,108.9,193.0
250040,2016,Submitted,192250.0,2490.7,13.0,1,,19,11201466.3,8020492.1,,,,100.0,226.8,104.8,229.4
157964,2015,Submitted,756640.0,14323.0,18.9,1,,,71288656.0,,,,,94.2,295.8,94.2,295.8
242236,2015,Submitted,298652.0,1659.0,5.6,1,,94,5328282.0,11077099.0,,,,54.9,95.0,56.6,97.3
251958,2018,Submitted,51497.0,918.1,17.8,1,1.0,14,5329206.2,593161.3,,,,115.0,301.9,117.5,308.0
101755,2016,Submitted,1526102.0,21424.5,14.0,1,,57,91408333.0,86154058.5,,,,116.4,247.4,120.1,251.3
251332,2017,Submitted,117435.0,1508.8,12.8,1,,,6146650.0,7009920.0,,,,112.0,227.0,118.8,234.0
105820,2016,Submitted,86770.0,1131.7,13.0,1,,58,4685604.1,5047436.4,,,,112.2,230.6,114.0,229.0
103644,2017,Submitted,698645.0,8154.3,11.7,1,,74,44102557.0,,,,,63.1,198.2,63.1,198.2
251332,2015,Submitted,117435.0,1894.0,16.1,1,,,6736830.0,10170155.0,,,,144.0,271.1,146.8,272.6
244017,2018,Submitted,734298.0,6326.9,8.6,1,1.5,31,22454825.8,48785772.7,,,,97.0,155.4,97.5,154.5
101720,2014,Submitted,1652550.0,32235.0,19.51,1,,77,160426951.0,62500.0,,,,97.0,305.0,96.0,302.0
129303,2015,Submitted,74182.0,2745.0,37.0,1,,62,12389777.0,4816500.0,,,,231.9,592.6,234.7,593.2
101968,2016,Submitted,221987.0,3190.6,14.4,1,,52,14519233.7,9685420.8,,,,109.0,251.2,114.7,255.3
101878,2017,Submitted,545162.0,4720.1,8.7,1,,85,16932787.0,22487494.0,,7493208.0,,86.1,154.6,89.8,158.5
254093,2017,Submitted,255042.0,1935.6,7.6,1,,44,7458844.0,10477552.0,,,,70.3,135.0,75.0,143.3
175340,2018,Submitted,55000.0,323.1,5.9,1,1.5,35,569964.4,4296990.2,,,,88.5,111.0,90.0,112.6
101492,2016,Submitted,544380.0,5458.8,10.0,4,,,20698062.1,30723190.6,,,,94.5,178.6,96.4,178.3
260127,2016,Submitted,209399.0,2340.4,11.2,1,,,9866282.5,9824806.9,,,,94.0,197.2,95.0,195.2
164090,2015,Submitted,51677.0,489.0,9.5,1,,,1611032.0,3120800.0,,,,91.6,161.3,95.1,164.5
235008,2018,Submitted,408250.0,2391.6,5.9,1,3.0,,11974069.4,7523042.2,,,,47.8,101.5,47.1,99.4
112834,2016,Submitted,59000.0,451.6,7.7,1,,46,1435377.2,3505299.8,,,,83.7,138.8,89.5,142.8
260150,2016,Submitted,172408.0,11712.9,67.9,1,,,44552394.7,,52727039.9,,,564.2,1179.3,569.2,1174.9
100179,2018,Submitted,239057.0,6262.7,26.2,1,2.5,56,24686396.6,40586862.8,,,,273.0,467.4,269.6,462.4
172393,2017,Submitted,105300.0,334.5,3.2,1,,100,1268012.0,1884352.0,,,,29.9,56.6,29.9,56.6
251280,2015,Submitted,120687.0,3041.0,25.2,1,,,14218333.0,3478952.0,,,,146.6,400.2,147.8,399.9
251671,2017,Submitted,52237.0,474.2,9.1,1,,48,1438535.0,3920841.0,,,,102.6,165.3,115.5,178.5
251609,2016,Submitted,218126.0,928.3,4.3,1,,88,4235005.1,2781495.9,,,,32.2,74.4,35.2,77.5
102232,2015,Submitted,757935.0,5380.0,7.1,1,,58,12371520.0,54495755.0,,,,88.2,126.7,92.8,131.6
254053,2016,Submitted,110000.0,724.9,6.6,1,,40,2206958.4,5988495.7,,,,74.5,120.2,80.8,124.8
173642,2017,Submitted,75340.0,831.5,11.0,1,,72,3471202.0,3570891.0,,,,93.5,194.4,98.3,200.9
160283,2015,Submitted,784293.0,5995.0,7.6,1,,46,21352603.0,32102012.0,,,,68.2,128.5,70.0,129.3
252068,2016,Submitted,70265.0,870.1,12.4,1,,26,4095338.3,2170552.2,,,,89.2,215.4,91.5,217.9
120624,2017,Submitted,55754.0,566.2,10.2,1,,,2192329.0,3028239.0,,,,93.6,180.5,99.8,186.9
159647,2018,Submitted,193500.0,1425.8,7.4,1,2.5,60,4701330.0,12118000.0,,,,86.9,133.8,87.1,132.3
115754,2016,Submitted,51859.0,680.7,13.1,1,,30,2266298.2,4950450.0,,,,139.2,237.5,150.3,245.8
251281,2016,Submitted,154113.0,1367.1,8.9,1,,34,3180349.4,14702192.9,,,,116.0,165.0,124.7,173.1
251553,2017,Submitted,163308.0,1015.6,6.2,1,,82,5493040.0,,,,,33.6,105.6,34.2,107.3
129920,2015,Submitted,111033.0,2213.0,19.9,1,,25,10279329.0,2788787.0,,,,117.7,317.1,120.1,322.4
253962,2018,Submitted,144649.0,555.3,3.8,1,4.0,98,1854616.5,4645728.2,,,,44.9,69.6,42.9,66.4
251377,2015,Submitted,55250.0,482.0,8.7,1,,59,1809210.0,2224067.0,,,,73.0,145.1,77.2,150.3
106223,2016,Submitted,51840.0,269.8,5.2,1,,84,479744.3,3414425.5,,,,75.1,98.2,82.0,105.4
251688,2017,Submitted,52920.0,323.4,6.1,1,,70,892570.0,2981373.0,,,,73.2,112.1,81.1,120.4
100431,2015,Submitted,131250.0,1056.0,8.0,1,,,3938721.0,4976900.0,,,,67.9,134.0,70.8,137.1
100683,2018,Not Submitted,54892.0,,,1,0.0,,,,,,,,,,
101762,2018,Submitted,1541766.0,12261.8,8.0,1,4.0,69,52153580.1,67500425.0,,,,77.6,140.7,74.8,136.6
159326,2018,Submitted,173883.0,1325.6,7.6,1,2.5,56,3681548.0,13425996.0,,,,98.4,140.4,98.4,138.1
101788,2017,Submitted,1012961.0,11482.1,11.3,1,,78,62059026.0,,,,103500.0,61.4,192.5,61.4,192.5
250134,2014,Submitted,1129407.0,,,1,,85,46638287.0,33131693.0,,23340024.0,,91.0,181.0,89.0,179.0
251514,2018,Exempt,76945.0,,,1,,,,,,,,,,,
251408,2018,Submitted,63257.0,290.1,4.6,1,4.0,80,1368249.9,1176809.5,,,,40.2,80.1,40.0,79.5
165924,2018,Submitted,270315.0,2044.5,7.6,1,2.5,58,6371251.5,18535408.6,,,,92.1,138.0,93.3,139.2
159421,2018,Submitted,303979.0,2758.9,9.1,1,1.0,19,2517254.2,44056848.4,,,,153.2,175.4,155.7,177.7
254162,2017,Submitted,255286.0,1618.0,6.3,2,,,6197840.0,8887588.0,,,,59.1,112.8,62.1,116.0
116536,2016,Submitted,57850.0,493.4,8.5,1,,40,1464069.8,4208445.0,,,,98.1,155.9,105.3,163.5
251265,2017,Submitted,227900.0,1370.8,6.0,1,,73,7413863.0,,,,,32.5,102.1,34.6,108.7
100256,2015,Submitted,415577.0,6134.0,14.8,1,,32,28253042.0,8608025.0,,,,88.7,235.2,90.6,238.7
120876,2016,Submitted,76748.0,901.9,11.8,1,,53,3285220.3,5544244.3,,,,115.0,210.3,119.1,215.8
158227,2018,Submitted,1119317.0,12004.3,10.7,1,1.0,15,33285315.6,89954843.2,,32047762.3,,138.7,193.7,136.7,191.7
101934,2018,Submitted,1025052.2,9342.8,9.1,1,4.0,66,56158926.9,,,,,54.8,153.4,54.8,153.4
101681,2016,Submitted,1096075.0,26465.3,24.1,2,,38,97834084.4,158758740.6,,,,234.1,432.4,237.5,431.8
251565,2017,Submitted,101627.0,413.5,4.1,1,,96,921909.0,4576418.0,,,,54.1,75.8,59.5,81.4
175727,2018,Submitted,81179.0,937.8,11.6,1,2.0,31,4460070.9,3685631.8,,,,100.3,201.5,100.6,201.6
175371,2016,Submitted,50500.0,488.3,9.7,1,,22,2074229.5,1994777.9,,,,80.6,170.4,83.1,170.9
251878,2017,Submitted,71255.0,741.6,10.4,1,,38,4010786.0,,,,,56.3,176.7,59.5,186.8
106042,2017,Submitted,57041.0,606.6,10.6,1,,4,2967345.0,1090228.0,,,,71.1,183.4,76.3,198.7
114455,2017,Submitted,54849.0,336.6,6.1,1,,,1310037.0,1777135.0,,,,56.3,109.0,60.4,113.3
133059,2016,Submitted,57000.0,472.0,8.3,1,,61,1199638.7,4724217.2,,,,103.9,153.1,113.1,161.7
113474,2016,Submitted,88776.0,493.3,5.6,1,,90,1794759.8,3039217.3,,,,54.5,99.4,56.7,99.9
100729,2017,Submitted,744282.0,9071.3,12.2,1,,65,48595683.0,1622912.0,,,,67.5,207.3,68.6,211.0
113754,2016,Submitted,75817.0,409.7,5.4,1,,,1328582.3,3102419.0,,,,58.4,98.0,62.7,99.9
241892,2017,Submitted,506955.0,3439.8,6.8,1,,63,10573546.0,27954981.0,,,,76.0,123.4,,
175539,2016,Submitted,55000.0,411.7,7.5,1,,89,1163246.3,3713629.4,,,,88.7,137.3,96.5,145.7
251775,2017,Submitted,50630.0,423.6,8.4,1,,33,1122708.0,4067747.0,,,,102.5,154.0,110.5,162.8
101420,2017,Submitted,250844.0,2049.0,8.2,1,,66,6205773.0,16974710.0,,,,92.4,148.7,101.0,156.9
251770,2018,Submitted,212651.0,867.6,4.1,1,4.0,95,5215136.2,,,,,24.5,68.7,24.5,68.7
147834,2017,Submitted,73016.0,439.9,6.0,1,,92,1389083.0,3447360.0,,,,66.2,109.3,68.9,111.7
164965,2015,Submitted,108060.0,1225.0,11.3,1,,83,4995165.0,4159090.0,,,,84.7,185.6,86.6,186.6
175495,2017,Submitted,54600.0,1541.4,28.2,1,,,7183192.0,4014284.0,,,,205.1,490.3,205.1,490.3
105788,2016,Submitted,74758.0,572.3,7.7,1,,65,1261580.2,6397223.8,,,,102.4,142.8,105.6,144.3
224902,2018,Not Submitted,286985.0,,,1,0.0,,,,,,,,,,
237422,2017,Submitted,278000.0,2116.1,7.6,1,,34,7247631.0,14611574.0,,,,78.6,137.0,85.1,145.8
251217,2015,Submitted,427429.0,3314.0,7.8,1,,57,8944005.0,28561585.0,,,,87.7,135.9,91.8,140.1
113548,2018,Submitted,79118.0,734.7,9.3,1,2.0,26,3531355.2,2771431.3,,,,79.7,161.8,78.8,159.0
116536,2018,Submitted,57850.0,451.4,7.8,1,3.0,49,1391819.6,4139807.6,,,,95.6,142.5,96.0,142.4
159655,2018,Submitted,223574.0,987.0,4.4,1,4.0,95,680781.0,16449242.4,,,,76.6,85.8,78.0,87.3
109238,2016,Submitted,52200.0,312.6,6.0,1,,89,652966.4,3620199.4,,,,81.9,112.1,88.8,118.5
159524,2017,Submitted,605561.0,8481.4,14.0,1,,2,42978507.0,10070427.0,,,,87.6,240.3,92.6,256.4
105490,2017,Submitted,53976.0,288.6,5.3,1,,83,587123.0,3390109.0,,,,73.7,100.1,78.5,104.4
104340,2017,Submitted,50100.0,288.6,5.8,1,,92,491684.0,3721670.0,,,,84.1,108.8,92.7,117.8
101835,2018,Submitted,661535.0,6516.4,9.9,1,4.0,48,28739023.5,32670561.6,,,,92.8,173.5,90.4,169.2
120299,2017,Submitted,80033.0,2773.7,34.7,1,,68,12938096.0,7182569.0,,,,251.4,601.8,256.9,606.8
101724,2014,Submitted,919420.0,12885.0,14.01,1,,69,49693289.0,54622000.0,,,,114.0,232.0,110.0,228.0
239695,2016,Submitted,313992.0,2059.9,6.6,1,,65,3666620.5,26058248.4,,,,94.7,123.8,105.5,135.2
251945,2015,Submitted,66799.0,974.0,14.6,1,,,4522449.0,1236490.0,,,,86.2,232.0,87.9,235.1
160197,2018,Submitted,294211.0,4175.8,14.2,1,1.0,,15511265.9,18788624.2,,11333843.9,,155.1,249.7,154.6,249.7
132388,2018,Not Submitted,57100.0,,,1,0.0,,,,,,,,,,
106128,2018,Exempt,58240.0,,,1,,,,,,,,,,,
103615,2017,Submitted,945000.0,21301.5,22.5,1,,58,85276730.0,104194342.0,,,,200.5,399.1,204.9,403.8
125204,2018,Submitted,80320.0,277.5,3.5,1,4.0,99,855613.6,2545099.9,,,,42.3,63.1,41.8,61.5
175347,2015,Submitted,52782.0,378.0,7.2,1,,,1607223.0,1043800.0,,,,50.2,116.4,,
173804,2017,Submitted,141500.0,1081.5,7.6,1,,46,2647918.0,11143294.0,,,,97.5,141.4,105.2,151.7
238957,2016,Submitted,787000.0,4350.0,5.5,1,,82,12143383.1,39757843.0,,,,65.9,101.5,72.2,107.1
113593,2016,Submitted,110100.0,769.7,7.0,1,,61,2169977.4,6938299.9,,,,82.7,128.1,89.9,133.6
251691,2017,Submitted,70601.0,433.7,6.1,1,,63,1364772.0,3413722.0,,,,67.7,111.5,75.8,120.0
160217,2017,Submitted,132872.0,3650.7,27.5,1,,23,15264766.0,15595816.0,,,,232.3,484.0,241.8,494.0
172500,2016,Submitted,111030.0,1100.2,9.9,1,,37,3727746.5,7777491.0,,,,103.6,179.0,103.6,179.0
162321,2016,Submitted,70559.0,623.1,8.8,1,,43,2357535.0,3549600.1,,,,83.7,157.7,90.5,164.9
159894,2016,Submitted,215000.0,1579.3,7.3,1,,52,4591374.9,13800623.3,,,,85.5,134.5,93.3,142.6
158396,2018,Submitted,229175.0,2359.4,10.3,1,2.0,29,9121367.8,15850401.4,,,,109.0,184.1,105.4,177.9
111038,2017,Submitted,808695.0,5942.5,7.3,1,,64,20109103.0,41879986.0,,,,76.7,132.5,81.2,137.2
244840,2018,Submitted,801360.0,,,1,3.0,69,17827420.2,44332605.8,,11740319.4,,92.2,133.7,92.7,133.7
250021,2017,Submitted,60246.0,546.3,9.1,1,,,876974.0,7232378.0,,,,134.6,171.8,144.5,182.2
251451,2018,Submitted,62071.0,531.5,8.6,1,1.0,23,2151851.5,3267299.6,,,,87.3,152.3,85.8,150.8
251388,2018,Submitted,60718.0,580.2,9.6,1,1.5,39,3471996.6,47839.3,,,,58.0,160.9,57.2,158.8
105530,2016,Submitted,129595.0,426.2,3.3,1,,100,2304939.1,,,,,17.8,55.8,17.8,55.8
254343,2018,Submitted,86457.0,454.7,5.3,1,4.0,90,1675090.7,3313466.9,,,,57.7,94.5,55.4,90.8
251717,2017,Submitted,169086.0,1246.3,7.4,1,,37,4494761.0,7818630.0,,,,72.8,132.0,77.7,137.1
102725,2017,Submitted,70370.0,605.0,8.6,1,,9,2059616.0,4221700.0,,,,89.3,154.9,95.9,162.7
243199,2015,Submitted,403260.0,5195.0,12.9,1,,6,18233083.0,28837977.0,,,,116.7,217.1,121.0,221.1
171991,2016,Submitted,124161.0,629.9,5.1,3,,77,1946300.3,5105354.8,,,,56.8,92.4,62.3,98.2
172115,2017,Submitted,111220.0,790.0,7.1,1,,55,2181012.0,7282128.0,,,,85.1,130.3,92.1,138.6
157832,2016,Submitted,346894.0,8234.9,23.7,1,,68,34317691.3,35949602.2,,,,202.6,419.4,205.3,417.6
236816,2016,Submitted,450000.0,2386.2,5.3,1,,88,6242499.7,23262599.1,,,,65.6,97.8,70.3,101.3
172541,2018,Submitted,85800.0,472.9,5.5,1,4.0,83,1466105.7,4311252.0,,,,67.3,100.6,67.8,100.6
160341,2017,Submitted,128464.0,909.0,7.1,1,,65,2570874.0,8164135.0,,,,83.6,129.6,90.2,136.8
251234,2015,Submitted,454180.0,5059.0,11.1,1,,8,23939104.0,4689800.0,,,,63.0,176.3,65.1,182.3
251595,2017,Submitted,130113.0,977.0,7.5,1,,59,3248465.0,7087017.0,,,,79.4,135.6,88.2,144.5
