id,name,address,type
116750,,3222 W Maypole Ave,Multifamily Housing
116752,Midrise at Ike Sims Village,3333 W Maypole Ave,Multifamily Housing
116786,Plaza Taino,1111 N Francisco Av,Multifamily Housing
116810,Verde Condo Association,680 N Green Street,Multifamily Housing
116876,Armitage Commons,3720 W Armitage Ave,Multifamily Housing
116966,Universal City,9510 S. Constance Ave,Multifamily Housing
117005,Evergreen Tower Ii,1343 N. Cleveland Ave,Multifamily Housing
117014,227-Senior Suites-Belmont Cragin,6045 West Grand Avenue,Senior Living Community
117024,,1830  N WINCHESTER AVE,Multifamily Housing
117067,525 Deming,525 W. Deming Place,Multifamily Housing
117115,,1733 1735 W IRVING PARK RD,Multifamily Housing
117159,Harmony Nursing and Rehabilitation,3919  W FOSTER AVE,Residential Care Facility
117167,MooGoong Terrace,4848 N. Kedzie Ave,Multifamily Housing
117174,Mayfair Commons,4444 W. Lawrence Ave.,Multifamily Housing
117179,,3318  N LAKE SHORE DR,Multifamily Housing
117188,Ruth Shriman,4040 N Sheridan Rd,Multifamily Housing
117189,Benchmark Sherway Tower LP,4225 North Sheridan,Multifamily Housing
117248,Alpha Tower Apartments,936 E. 47th Street,Multifamily Housing
117309,207-Senior Suites of Ravenswood Manor,2800 West Montrose Avenue,Senior Living Community
117311,Chicago-Lakeshore,6130 North Sheridan Rd,Other - Specialty Hospital
117313,Jefferson Courte Condominium Association,4848 N Central Ave,Multifamily Housing
117348,Peterson Plaza Tower,5969 North Ravenswood Ave,Multifamily Housing
117367,Merrimac Square Condominium II Association,6526 W. Irving Park Rd.,Multifamily Housing
117390,Damen Court Apartments,2040 W. Jackson Blvd.,Multifamily Housing
117398,Circle Park Apartments,1111  S ASHLAND AVE,Multifamily Housing
117509,Hyde Park Shopping Center,1500-1554 E 55th St,Supermarket/Grocery Store
117535,Parker Eleme-CPS,6800 S Stewart Ave,K-12 School
117599,Keller Center,1307 E. 60th Street,College/University
117702,ACE Technical Charter High School,5400 S State St,K-12 School
117750,10568 - EWR Edgewater,6009 N. Broadway,Supermarket/Grocery Store
117814,ASPIRA,3119 N Pulaski Rd,K-12 School
117948,Symphony of Chicago West,5130  W JACKSON BLVD,Senior Living Community
118140,Jetro Restaurant Depot,1030 W DIVISION ST,Wholesale Club/Supercenter
118332,840 North Michigan Avenue AcOuisition LLC,840 North Michigan Ave.,Retail Store
118349,Chicago Bar Association,321 S. Plymouth Ct.,Office
118351,Courthouse Place,46-64 W. Hubbard St.,Office
118557,,4437  S CICERO AVE,Senior Living Community
118695,260-Senior Suites of Bridgeport,2825 S. Halsted,Senior Living Community
118700,1986 - 47TH AND WESTERN,4555 S Western Blvd,Retail Store
118737,CHICAGO PETERSON AVE (2079),2112 W Peterson Ave,Retail Store
118776,Gleacher Center,450 North Cityfront Plaza,College/University
118831,10725-Bucktown,2140 N. Elston Ave,Retail Store
118850,Wentworth Commons,11045 South Wentworth,Multifamily Housing
118872,N001845-CHICAGO BRICKYARD,2630 N. Narragansett Ave.,Wholesale Club/Supercenter
118892,Parc Chestnut Condominium Association,849 N Franklin St,Multifamily Housing
118998,Pershing Apartments,3845 S State St,Multifamily Housing
119039,Churchview SLF,2626 W 63rd Street,Senior Living Community
119055,CHICAGO BRICKYARD (1924),6525 W Diversey Ave,Retail Store
119071,CHICAGO SOUTH LOOP (1889),1154 S Clark St,Retail Store
119128,440 North Wells Street,440 North Wells Street,Office
119215,919 S California Ave.,919 S California Avenue,Other
119223,1980 - KIMBALL & ADDISON,3500 N Kimball Ave,Retail Store
119238,"03349AS - Chicago, IL",2520 N. Narragansett Ave,Supermarket/Grocery Store
119323,1976 - LINCOLN PARK,2665 N Halsted St,Retail Store
119347,,2101 S WABASH AVE,Multifamily Housing
119349,Pete's Pulaski,4343 S. Pulaski,Supermarket/Grocery Store
119387,1747 W. Roosevelt,1747 W. Roosevelt,Office
119419,Haugan Middle (Aspira Charter),3729 W Leland Ave,K-12 School
119422,"26810_26811 939 North Avenue Collection,LLC",939 W. North Avenue,Mixed Use Property
119450,CHICAGO NEAR NORTH (0942),2656 N Elston Ave,Retail Store
119504,The Promenade Condominium Association,1201 W Adams,Multifamily Housing
119552,"03344AS - Chicago, IL",1220 S Ashland Ave,Supermarket/Grocery Store
119609,Universal Building,700 N SACRAMENTO BLVD,Office
119629,Costco #00380 Lincoln Park,2746 N. Clybourn Avenue,Supermarket/Grocery Store
119676,1974 - ARMITAGE / CICERO,1919 N Cicero Ave,Retail Store
119685,ECD Streeterville Hotel LLC,216 E. Ontario,Hotel
119689,"A&M 303 WEST ERIE, LLC",303 West Erie,Office
119757,CHICAGO SOUTH PULASKI (1879),4433 S Pulaski Rd,Retail Store
119758,"03721AS - Chicago, IL",6107 S. Archer Ave.,Supermarket/Grocery Store
119799,N002304-CHICAGO (79TH & CICERO) IL,7971 South Cicero,Wholesale Club/Supercenter
119808,McGowan South,1110 W. Belden,College/University
119885,250-Senior Suites of Auburn Gresham,1050 W. 79th,Senior Living Community
119914,N002301-CHICAGO (83RD & STEWART) IL,8411 South Holland Road,Wholesale Club/Supercenter
119987,70800552 -- Chicago,7030 S Ashland Avenue,Supermarket/Grocery Store
120010,Park Community Church,1001 N Crosby St.,Worship Facility
120015,Chicago Indoor Sports,3900 S Ashland Ave,Other - Recreation
120030,Claretian Missionaries Service,205 W. Monroe,Worship Facility
120083,CHICAGO MCKINLEY PARK (2078),1940 W 33rd St,Retail Store
120103,British School,814 W. Eastman,K-12 School
120137,1950 - SOUTH LOOP,1300 S Clinton St,Retail Store
120218,Walmart Supercenter #5402,4650 W. North Avenue,Wholesale Club/Supercenter
120267,Pete's Madison,2333 W. Madison,Supermarket/Grocery Store
120299,53100516--CHICAGO,2112 N Ashland Ave,Supermarket/Grocery Store
120324,Ravenswood Station,1800 W LAWRENCE AVE,Supermarket/Grocery Store
120343,5101 N Sheridan - CLK,5101 N Sheridan,Multifamily Housing
120344,4039-43 N Ravenswood LLC,4043 N Ravenswood,Other
120347,1033 W Van Buren,1033 W Van Buren,Office
120445,15 E. Oak,1-15 East Oak Street,Office
120503,1040 West Randolph,1040 West Randolph Street,Office
120518,HHCS ICRC,3500 S Giles Street,Residential Care Facility
120614,Gateway to West Loop,16-40 S. Halsted,Strip Mall
120624,2641 West Harrison,2641 W. Harrison Street,Other
120631,New City Supportive Living,4707 S Marshfield Ave.,Senior Care Community
120830,Astoria Place Living and Rehab,6300 North California Ave.,Senior Living Community
120876,224 North Desplaines,224 N Desplaines St,Office
120931,10 South State,10-20 South State Street,Retail Store
120958,156 N. Jefferson,156 N. Jefferson,Office
120965,53100512--CHICAGO,1615 S Clark St,Supermarket/Grocery Store
121038,Sherman Plaza,161-205 W. 87th Street,Other - Mall
121043,209 W. Jackson,209 W. Jackson,Office
121059,Center on Halsted,3656 N Halsted,Mixed Use Property
121093,Costco #01107 South Loop,1430 S. Ashland Ave,Supermarket/Grocery Store
121102,1333 West Belmont Avenue,1333 West Belmont,Medical Office
121212,Village Market at Lakeshore East,333 E. Benton Place,Enclosed Mall
121222,"H/B Winchester, LLC",4500 N Winchester Ave,Multifamily Housing
121264,Chicago Theological Seminary,1407 East 60th Street,College/University
121355,Mercedes Benz of Chicago,1520 W North Ave,Automobile Dealership
121374,53100522--CHICAGO,5201 Sheridan Rd,Supermarket/Grocery Store
121587,1550 S Indiana,1550 S Indiana,Mixed Use Property
121761,1903 - BRICKYARD,2555 Normandy Ave,Retail Store
121774,1912 - NORTH AVENUE,1232 W North Ave,Retail Store
122005,"3170AS - Chicago, IL",5320 S Pulaski,Supermarket/Grocery Store
122919,"1241AS - Chicago, IL",1341 N Paulina,Supermarket/Grocery Store
123202,Park View Apartments,1936 N Clark St,Multifamily Housing
123973,Dream Town,4032 W. Madison St,Office
124019,"03477AS - Chicago, IL",4734 Pueblo,Supermarket/Grocery Store
124139,Fullerton Court Apartments,2303 N. Clybourn,Multifamily Housing
124236,830 N Michigan Ave,830 N Michigan Ave,Office
124308,Walmart Supercenter #5965,10900 S. Doty Avenue,Wholesale Club/Supercenter
124312,Elston Plaza,5033 N. ELSTON AVE,Retail Store
124911,Point at Clark,3131 N Clark St,Strip Mall
124961,3335 W Diversey Ave AKA 2769-2789 N Milwaukee Ave,3335 W Diversey Ave,Multifamily Housing
125013,West Chatham Plaza,122 - 160 W. 79th,Strip Mall
125048,"Sunshine Enterprise, LLC - Series II (218 S Wabash)",218 South Wabash,Office
125148,Shop & Save Market - Archer,5829 S. Archer Ave.,Supermarket/Grocery Store
125204,Reside on Morse,1340  W MORSE AVE,Multifamily Housing
125235,53100527--CHICAGO,2021 W Chicago Ave,Supermarket/Grocery Store
125543,Lincoln Village 1,6101-6133 North Lincoln,Strip Mall
125763,4235,7050 S Pulaski,Retail Store
125766,11414 S HALSTED ST,11414 S HALSTED ST,Supermarket/Grocery Store
125859,730 Michigan Avenue,730 North Michigan Avenue,Other - Mall
126126,Pete's Kedgie,4700 S. Kedgie,Supermarket/Grocery Store
126141,839 W. 79th,839 W. 79th Street,Office
126258,Belmont and Central; A&G Fresh Market,5630 W Belmont Ave,Supermarket/Grocery Store
126411,Jenel Management Corp,25 E Oak St,Other - Mall
127031,"03546AS - Chicago, IL",424 W Division St,Supermarket/Grocery Store
127047,669 North Michigan,663-735 N. Michigan Ave.,Retail Store
127068,Halsted Plaza,801- 831 W. 119th St.,Strip Mall
127079,35 N. State,35 N. State,Retail Store
127778,Ridge Place Apartments,7115-7129 N Ridge Blvd,Multifamily Housing
127877,Howard & Western Shopping Center,7510-7578 North Western Avenue,Strip Mall
127990,California Gardens Rehabilitation Center,2829 S CALIFORNIA BLVD,Senior Living Community
128088,Fairmont Care Center,5061  N PULASKI RD,Senior Living Community
128170,,1301 1311 W FLETCHER ST,Multifamily Housing
128292,Dunning SOuare,6408-6500 West Irving Park Road,Strip Mall
128321,Linden House of Chicago,2315 W. Lemoyne Ave.,Multifamily Housing
128724,Broadview Hall,5540  S HYDE PARK BLVD,Multifamily Housing
128798,MacLean Center,112 S. Michigan Ave.,College/University
128800,Lurie Children's Faculty Office Building,155 E. Superior Street,Office
128905,Clayton Residential Home Inc,2026 North Clark Street,Residential Care Facility
128978,"Woodbridge Nursing Pavilion, Ltd",2242 N Kedzie Blvd,Senior Living Community
129245,The Millworks Condo Association,2011 W. Belmont Ave.,Multifamily Housing
129303,"03441AS - Chicago, IL",2940 North Ashland,Supermarket/Grocery Store
129344,Oakley Lofts Condominium Association,2300 2308 W DIVERSEY AVE,Multifamily Housing
129398,Webster Place Shopping Center,1435 - 1471 W Webster Ave,Movie Theater
129459,2430 N Halsted,2430 N Halsted Street,Laboratory
129621,Chalet Living and Rehab,7350 N. Sheridan Rd.,Senior Living Community
129652,1247-1249 West Madison LLC,1239-1259 W Madison St,Multifamily Housing
129735,Elevate Care Villa of Wndsor,2649 E 75th Street,Senior Living Community
129920,The Thompson Building,350 N. Clark St.,Office
130162,Freehand Hotel Chicago,19 East Ohio,Hotel
130168,Garfield Park Behavioral Hospital,520 N. Ridgeway,Other - Specialty Hospital
130379,,444 N WABASH AVE,Office
130442,210-220 N Green St.,210 N Green Street,Office
130453,833 West Jackson,833 West Jackson,Office
130553,,4700 N MARINE DR,Medical Office
130634,Academy of General Dentistry,560 - 566 W. Lake,Office
130726,"768 West Jackson, LLC",768 W. Jackson Blvd.,Multifamily Housing
130758,The Regal,651 S. Wells,Multifamily Housing
130882,,832 854 W FULTON MARKET,Mixed Use Property
130910,Wicker Park Commons 130910,1279 N. Milwaukee Avenue,Other - Mall
131155,217 N. Jefferson,217 N. Jefferson,Office
131236,CH1,427 S. Lasalle`,Data Center
131291,29 N Wacker Dr,29 North Wacker Dr,Office
131375,"BAI Century, LLC",2828 N. Clark St.,Enclosed Mall
131481,Evangelical Covenant Church,8303 W Higgins Rd,Office
131633,Fulton-Loomis-Carroll Condominium Association,1400 W. Fulton St.,Office
131906,Parkshore Estates Nursing & Rehabilitation Center,6125 S Kenwood Ave,Senior Living Community
131935,Continental Nursing & Rehabilitation Center,5336 N. Western Avenue,Senior Living Community
132017,1300 Dearborn,1300 1310 N DEARBORN ST,Retail Store
132117,1914 - DAN RYAN,200-232 W 87th St,Retail Store
132118,CC Care (Community Care Center),4314 S. Wabash Ave.,Senior Living Community
132207,CITY NORTH 14,2600 N Western Ave,Movie Theater
132278,605 N Michigan Ave,605 N Michigan Ave,Office
132408,Sheridan Shores Nursing Rehabilitation,5838 N. Sheridan Rd.,Senior Care Community
132489,,4537  S DREXEL BLVD,Multifamily Housing
132533,"Elston Industrial lofts, Llc",1737-1747 N Elston/ 1430-1454 W Willow,Mixed Use Property
132551,"Aunt Martha's Youth Service Center, Inc.",5001-5013 S. Michigan Avenue,Other - Services
132594,McKinley Park Lofts Condominium Association,2323 W Pershing Rd,Multifamily Housing
132798,8501 West Higgins Rd Chicago IL,8501 West Higgins Road,Office
132821,2550 S Wabash,2550 S Wabash Ave,Multifamily Housing
132823,Bria of Forest Edge,8001 S Western Ave,Senior Living Community
132870,70800570 -- Dan Ryan,112 W 87st,Supermarket/Grocery Store
132904,4801 W. Peterson Ave,4801 W Peterson Ave,Office
133059,Plaisance Apartments,6104 S. Woodlawn Ave,Multifamily Housing
133159,Lurie Children's Lincoln Park Outpatient Center - Deming,467 W Deming Pl,Mixed Use Property
133242,,1444  N ORLEANS ST,Multifamily Housing
133858,Cassidy Tire,344 N Canal St,"Repair Services (Vehicle, Shoe, Locksmith, etc.)"
133879,Medinah Temple,600-820 N. Wabash St.,Retail Store
133957,Capitol Hill Lofts,625 W Jackson,Multifamily Housing
134126,1111 N. Clark St.,1111 N. Clark St,Vehicle Dealership
134136,171 West Oak Street,171 West Oak Street,Multifamily Housing
134280,The Altgeld Commons Lofts Condominium Association,2512 N. Bosworth Ave.,Multifamily Housing
134363,Devon Executive,4001 W Devon Ave,Office
134421,Market Place at Six Corners 10361,4612 - 4730 W Irving Park Rd,Other - Mall
134516,333 S Des Plaines (333 S. Des Plaines),333 S. Des Plaines,Multifamily Housing
134533,645 North Michigan,645 North Michigan Avenue,Office
134727,ELEVATE CARE CHICAGO NORTH,2451 West Touhy Avenue,Senior Living Community
134735,Searle Chemistry Laboratory,5715-35 S Ellis Ave,Laboratory
134741,1380,4730 W Irving Park Rd,Retail Store
134775,116 S. Michigan Ave.,116 S. Michigan Ave.,College/University
134776,University Club of Chicago,76 E Monroe St,Hotel
134779,CDM Center,243 S. Wabash,College/University
134783,Alice B. Sharp Building,37 S. Wabash Avenue,College/University
134790,The Loftrium,819 S Wabash Ave,Office
134792,Lightner Building,1006 S. Michigan Avenue,Office
134800,Dearborn Station,47 W. Polk Street,Other
134835,Fairbanks Lofts,900 902 S WABASH AVE,Multifamily Housing
134895,The RacOuet Club of Chicago,1365 N. Dearborn Parkway,Fitness Center/Health Club/Gym
134911,PCC - Chicago,643 North Orleans Street,Office
134953,,747 N LASALLE DR,Office
134982,616 Fulton Lofts Condominium Association,616 W. Fulton St.,Multifamily Housing
135007,IRI Global Headquarters,150 N. Clinton Street,Office
135032,350 N. LaSalle,350  N LaSalle St,Office
135050,Womans Athletic Club Chicago,626 Michigan Ave,Social/Meeting Hall
135060,American Library Association,40-50 E. Huron,Office
135080,537 S. Dearborn St.,537 S. Dearborn St.,Multifamily Housing
135082,Standard Club of Chicago,320 South Plymouth Court,Social/Meeting Hall
135103,6 West Hubbard,6 West Hubbard,Office
135113,57 63 W Grand Ave,57-63 W. Grand Ave.,Office
135134,The Boyce Building,500-510 N. Dearborn St.,Office
135179,300 West Grand Condominium Association,300-310 W. Grand Ave.,Multifamily Housing
135181,Kingsbury Orleans LP,350 W Hubbard Street,Office
135316,Belhaven Nursing & Rehabilitation Center,11401 S. Oakley Ave,Senior Living Community
135660,Webster Square Apartments,558 W WEBSTER AVE,Multifamily Housing
135716,"CP2, LLC",225 W Hubbard St,Other
135740,Linea Apartments,211 221 W LAKE ST,Multifamily Housing
135812,Bricktown SOuare (Farmer's Best Bldg),6420 W Fullerton,Strip Mall
136212,1155 E 60th Street,1155 East 60th St,College/University
136487,800 E 55th Building (800 E 55th St ),800 E 55th St,Medical Office
136830,Symphony of Bronzeville,3400 3428 S INDIANA AVE,Senior Living Community
136845,US Bank -- Englewood,815 W 63rd St,Office
136887,3594,5050 S Kedzie Ave,Retail Store
137063,West Point Plaza Venture LLLP,300 S Damen,Multifamily Housing
137104,15th Street Loft Condominium Association,1507 S State St,Multifamily Housing
137144,Union Health Service,1634 W Polk St,Medical Office
137157,LZ Products,2121 W 21st Street,Wholesale Club/Supercenter
137211,Skyline Michigan Condominium Association,1601 S Michigan Ave,Multifamily Housing
137212,Trevi SOuare Condominium Association,1439 S Michigan,Multifamily Housing
137292,Central Plaza Residential Home,321 North Central Avenue,Residential Care Facility
137334,Daily News Condominium Association,222 S Racine Ave,Multifamily Housing
137352,901 W Jackson,901 W Jackson,Office
137570,EuroFurniture,2145 W Grand Ave,Retail Store
137642,Chicago & Kedzie Plaza,800 N Kedzie Ave,Strip Mall
137657,Union Park Lofts Condominium Association,1327 W. Washington Blvd.,Multifamily Housing
137704,Vranas and Assoc. C/O Realty and Mortgage Co.,346 N Justine St,Office
137812,Integrys Group Division Street Facility,1241 West Division Street,"Repair Services (Vehicle, Shoe, Locksmith, etc.)"
138379,6200 N Hiawatha Ave,6200 N HIAWATHA AVE,Office
138514,Sullivan Athletic Center,2323 N. Sheffield Ave.,College/University
138605,"Kennedy Plaza BK, L.L.C.",3300 W Belmont Ave,Strip Mall
138730,Grand Blvd Plaza,5401 S WENTWORTH AVE,Strip Mall
138872,2367 W Logan,2367 West Logan Blvd,Other - Recreation
138874,Midtown Athletic Club,2020 W Fullerton,Fitness Center/Health Club/Gym
139602,4541 N. Sheridan,4541 N Sheridan,Multifamily Housing
140247,218 Irving Park,3443 W. Addison St.,Retail Store
140359,,312 328 N MAY ST,Multifamily Housing
140570,City View Tower at Randolph Condominium Association,720-726 W. Randolph St.,Multifamily Housing
140771,Affinity on North Ave.,551 W North Ave,Multifamily Housing
140794,The Parc Orleans Condominium Association Inc,1546 N. Orleans,Multifamily Housing
140901,2800 North Orchard Condominium Association,2800 N. Orchard St.,Multifamily Housing
140991,One East 15th Place Condominium,1529 S State St,Multifamily Housing
141031,"Sterling Condominium, The",4101-21 N Sheridan,Multifamily Housing
141122,Sheridan Court,6807 N Sheridan Rd,Multifamily Housing
141170,,900 920 W MADISON,Multifamily Housing
141321,950 W. Huron Condominium Association,950 W. Huron St.,Multifamily Housing
141524,Madison,939-949  W Madison Street,Multifamily Housing
142211,642 W. Addison Apartments,630-644 W. Addison St.,Multifamily Housing
142232,2424 N Clark St,2424 N Clark St,Multifamily Housing
142710,1606 1624 W Granville Ave / 6200 6248 N Clark St / 1605 1623 Thome Ave,1606 1624 W Granville Ave,Multifamily Housing
142759,Folio SOuare Condominium Association,124 W. Polk St.,Multifamily Housing
142943,420 W. Grand Condo Association (420 W. Grand Ave.),420 W. Grand Ave.,Multifamily Housing
144572,Yusho/Commercial Bldg.,5301-23 S. Kimbark Ave.,Multifamily Housing
145926,"MAM 7301 Sheridan, LLC",7301 N. Sheridan Rd.,Multifamily Housing
146019,Kimball Station,4730 N Kimball Ave,Multifamily Housing
146136,Reside on Barry,533 West Barry Avenue,Multifamily Housing
146828,"Greenglen Park Property, LLC",1373 West Greenleaf Ave,Multifamily Housing
146897,Vision Rentals,1624 W. Division St,Multifamily Housing
146958,,2601 2607 N MILWAUKEE AVE,Multifamily Housing
146962,Coliseum Park,1440 S. Wabash Avenue,Multifamily Housing
146965,1610 West Fullerton Condominium Assocation,1610-1620 W. Fullerton Ave.,Multifamily Housing
147516,Madison 901 Condominium Association,901 W Madison,Multifamily Housing
147565,Lakeside Lofts,2025  S INDIANA AVE,Multifamily Housing
147625,828 W Grace,828 W Grace,Multifamily Housing
147673,2301-2305 S Michigan,2301-2305 South Michigan Avenue,Multifamily Housing
147685,The 30 West Erie CA,30 W. Erie Street,Multifamily Housing
147738,,437  W DIVISION ST,Multifamily Housing
147816,6101 North Clark,6101 North Clark Street,Multifamily Housing
147834,"2620 Washington Master Tenant, LLC",2620 W. Washington Blvd,Multifamily Housing
147855,Printers Corner Condominium Association,170 W Polk Street,Multifamily Housing
147871,,4418 4424 N CLARK ST,Multifamily Housing
147895,,2472  W FOSTER,Multifamily Housing
148480,The Larrabee Condominium Association,865 N Larrabee St.,Multifamily Housing
148481,1154 W LUNT,7001-7013 N Sheridan,Multifamily Housing
148504,South Sauganash Condo Assoc (6000-6038 N. Cicero Ave.),6000 N. Cicero Ave,Multifamily Housing
148673,Teresa Roldan Apartment on Paseo Boricua,1154 N Campbell Ave,Multifamily Housing
149001,Alden Wentworth Rehabilitation & Health Care Center,201 W 69th Street,Senior Living Community
149143,The Residences at 950 West Monroe,950 W Monroe St,Multifamily Housing
149732,,1601  S STATE ST,Multifamily Housing
150175,The 1355 West Washington Boulevard Condominium Association,1355 W. Washington Blvd.,Multifamily Housing
150282,The Royalle Condominium Association,744 N. Clark St.,Multifamily Housing
150324,Contemporaine Condominium Association,201 W Grand Ave/516 N. Wells,Multifamily Housing
150992,4101-4113 N Kedzie Ave: 4113 North Kedzie Avenue,4113 North Kedzie Avenue,Multifamily Housing
151257,2758-2768 N Milwaukee Ave,2758-2768 N Milwaukee Ave,Multifamily Housing
151285,4651 N Greenview (ng55),4651 N Greenview Ave,Multifamily Housing
151835,,500 514 S LARAMIE AVE,Multifamily Housing
152061,,2606  N ELSTON AVE,Distribution Center
152378,C4901DRE (22116),4901 S Drexel Blvd,Multifamily Housing
155614,3447-3457 W Foster Avenue,3447-3457 W Foster Avenue,Multifamily Housing
156021,717 N Michigan Avenue,717 N Michigan Avenue,Other
156076,1340 S Damen Avenue,1340 S Damen Avenue,Office
156139,300 N Michigan,300 N Michigan,Other
156350,Silversmith Hotel & Suites - CSS,10 South Wabash Avenue,Hotel
156373,225 W. Ohio,225 W. Ohio,Office
156406,"The Shops on Wabash, LLC",17-23 N. Wabash,Office
156413,Wells Community Academy HS -CPS,936 N Ashland Ave,K-12 School
156414,De Diego Community Academy -CPS,1313 N Claremont Ave,K-12 School
156500,Flat Iron Building,1579 N. Milwaukee Avenue,Office
156536,"Sunshine Enterprise, LLC Series V (228 S Wabash)",228 South Wabash,Office
156543,Mentor Building,39 S STATE ST,Multifamily Housing
156549,601 South LaSalle,601 South Lasalle Street,Office
156557,"A&M 542 SOUTH DEARBORN, LLC",542 S Dearborn,Office
156576,Rice Building,815 W Van Buren,Office
156609,"3284-CHICAGO, IL (WICKER PARK)",1360 North Ashland Ave,Wholesale Club/Supercenter
156693,West Side Realty Corporation,1645 W. Jackson Blvd.,Medical Office
156696,"Film Exchange Lofts (1307 S Wabash Ave, Chicago)","1307 S Wabash Ave, Chicago",Multifamily Housing
156711,20 North Michigan Avenue,20 N. Michigan Ave,Office
156731,Seventy East,70 E. Lake Street,Office
156750,The Bush Temple,800-10 N Clark St,Multifamily Housing
156782,Chicago Medical Society,515 N Dearborn,Office
156829,St. Xavier University,3700 W. 103rd St.,College/University
156840,One Superior Place - CO (np52),1 W Superior St.,Multifamily Housing
156845,The Westin Michigan Avenue,909 North Michigan Avenue,Hotel
156854,Delaware Place Private Res (33 West Delaware Place ),33 West Delaware Place,Multifamily Housing
156856,Ascension Stone Professional Office Building,2800 - 2812 N Sheridan Rd,Medical Office
156868,21 W Goethe,21 W. Goethe Street,Multifamily Housing
156871,,850 858 N LAKESHORE DR,Multifamily Housing
156874,Warren Barr Gold Coast,66 W. Oak Street,Senior Living Community
156876,Newberry Library,60 W. Walton,Library
156879,Morningside North Apartments,170 W Oak St,Senior Living Community
156891,Olympia Centre,737 N Michigan,Mixed Use Property
156900,6160 N Cicero,6160 N CICERO AVE,Office
156942,Burton-Judson Courts,1005 East 60th Street,Residence Hall/Dormitory
156999,Lenart,8101 S Lasalle St,K-12 School
157011,Little Village Multiplex,3120 S Kostner Ave,K-12 School
157100,1601 W Division LLC,1611 W Division St,Multifamily Housing
157152,The Metro,1200 W. Monroe St.,Multifamily Housing
157158,CHI1 - Chicago DC1,2800 S. Ashland Ave,Data Center
157159,The Maxwell     BU#21157,1100 S Canal Street,Strip Mall
157161,909 W. Washington Condo,909 W. Washington Blvd,Multifamily Housing
157165,Las Americas Apartments,1611 S. Racine Ave,Multifamily Housing
157208,400 South Jefferson - OPI,400 South Jefferson Street,Office
157280,Noble SOuare Cooperative,1165 N Milwaukee,Multifamily Housing
157283,The MGI - MARS Global Services,"930 W Evergreen Ave, Chicago, IL 60642",Office
157287,Midwest Orthopaedics at Rush,1611 W HARRISON ST,Medical Office
157320,24 S. Morgan,24 South Morgan Street,Multifamily Housing
157346,East Park Tower,5242 S Hyde Park,Multifamily Housing
157347,Chicago Benchmarking: Blackhawk and British School,1460 N Halsted & 814 W Eastman,Medical Office
157348,Thomas F Flannery Apartments,1531 N Clybourn Ave,Multifamily Housing
157458,Midwest Apartments,6 N Hamlin,Multifamily Housing
157469,VB 1224 Lofts CA (1224 W. Van Buren),1224 W. Van Buren,Multifamily Housing
157587,Loretto Hospital,645 South Central Ave,Hospital (General Medical & Surgical)
157599,Dearborn Tower Condominium Association,1530 S State St,Multifamily Housing
157602,Prairie House at Central Station,1515 S. Prairie Ave,Multifamily Housing
157607,Hilliard Homes Limited Partnership (Senior),2111 S Clark,Multifamily Housing
157614,50 E 16th,50 East 16th St,Multifamily Housing
157618,Burnham Station Condo Assoc,61 W 15th St,Multifamily Housing
157767,Roosevelt HS,3436 W Wilson Ave,K-12 School
157832,Community First Medical Center,5645 West Addison St,Hospital (General Medical & Surgical)
157887,Beth Anne Residences,4952 W. Thomas,Multifamily Housing
157919,North Park Village Apartments,"5801 N. Pulaski Rd., Bldg. H",Residential Care Facility
157955,Hilton Chicago (CHICH),720 S. Michigan Avenue,Hotel
157964,HAROLD WASHINGTON LIBRARY,400 S. State St.,Library
157971,Michigan Avenue Lofts (910 S. Michigan Ave.),910 S. Michigan Ave.,Multifamily Housing
157975,Lake Meadows Building 9,501 E. 32nd Street,Multifamily Housing
157986,Le Meridien Essex Chicago,800 S Michigan Ave,Hotel
157988,Union League Club Of Chicago,65 W. Jackson,Hotel
157993,,343 S DEARBORN ST,Multifamily Housing
157997,Arc at Old Colony,37 West Van Buren St.,Multifamily Housing
158061,Anderson Point Apartments,5700 North Ashland Ave,Multifamily Housing
158083,Renaissance Ohare,8500 West Bryn Mawr Ave,Hotel
158088,Evangelical Lutheran Church in America,8765 W. Higgins Road,Office
158095,O'Hare Plaza II,8755 W HIGGINS RD,Office
158099,61480 - Galewood 14,5530 W Homer St,Movie Theater
158121,Chase Tower Chicago,10 S Dearborn St,Financial Office
158133,353 North Clark,353 North Clark Street,Office
158134,The Goodman Theatre,170 N Dearborn Ave,Performing Arts
158142,Lake Shore Plaza,445 E Ohio St,Multifamily Housing
158158,Travelodge by Wyndham Downtown Chicago,61 67 E HARRISON ST,Hotel
158184,33 West Monroe,33 W. Monroe Street,Office
158215,Wabash Building,425 S. Wabash Ave,Residence Hall/Dormitory
158219,Chicago Swissotel,323 East Wacker Drive,Hotel
158224,The Shoreham at Lakeshore East (sh324),400 E South Water St,Multifamily Housing
158227,Grand Plaza,540 N. State St,Multifamily Housing
158236,9672e-CHISR-Renaissance Chicago Hotel,1 West Wacker Drive,Hotel
158265,Randolph Tower City Apartments,188 W Randolph St,Multifamily Housing
158287,The Westin Chicago River North,320 N Dearborn St.,Hotel
158295,congress plaza hotel,520 S. Michigan Ave.,Hotel
158303,W Chicago Lakeshore,644 North Lake Shore Drive,Hotel
158304,Chicago-Downtown/Lakefront Embassy Suite,511 North Columbus Drive,Hotel
158307,(IL323)- Two River Place (720 N Larrabee),720 N Larrabee,Multifamily Housing
