id,name,address,type
239739,1212 Lake Shore Drive Condominium,1212 N Lake Shore Drive,Multifamily Housing
239946,Metropolitan Tower Condo Association,310 S Michigan Ave,Multifamily Housing
239994,Park 1500 Loft (1500 W Monroe),1500 W Monroe,Multifamily Housing
240019,1555 Astor Condo (1555 N. Astor Street),1555 N. Astor Street,Multifamily Housing
240122,Six N. Michigan (6 N. Michigan),6 N. Michigan,Multifamily Housing
240215,757 Orleans at Chicago (757 N Orleans St),757 N Orleans St,Multifamily Housing
240284,2700 N. Hampden Court Condominium Association,2700 N. Hampden Ct.,Multifamily Housing
240299,The Pinnacle Condo (21 E. Huron St),21 E. Huron St,Multifamily Housing
240338,Lakeside on the Park Condominium Association,1250 S Indiana,Multifamily Housing
240400,4343 Clarendon Condominium Association,4343 N Clarendon Ave,Multifamily Housing
240429,The Buckingham Condominium Association,360 E Randolph Street,Multifamily Housing
240518,Museum Pointe Condominium (233 E 13th St ),233 E 13th St,Multifamily Housing
240540,Residences at Riverbend Condominium (333 N Canal St ),333 N Canal St,Multifamily Housing
240557,345 Fullerton Parkway Condominium Association,345 West Fullerton Parkway,Multifamily Housing
240573,Faulkner House Condominium Association,70 W Burton Place,Multifamily Housing
240752,200 N. Dearborn CA,200 N. Dearborn Street,Multifamily Housing
240842,200 East Delaware,200 E. Delaware Place,Multifamily Housing
240953,River Place on the Park Condo (700 N Larrabee),700 N Larrabee,Multifamily Housing
240956,Harbor Point,155 Harbor Drive,Multifamily Housing
240959,340 West Superior Condominium Association,340 W. Superior,Multifamily Housing
241007,ParkView at River East Condos (505 N McClurg Ct),505 N Mcclurg Ct,Multifamily Housing
241042,100 E Walton St,100 E Walton St,Mixed Use Property
241133,Vue20 Condo Association,1845 S. Michigan Ave,Multifamily Housing
241168,3900 Lake Shore Drive Condominium Association,3900 N Lake Shore Drive,Multifamily Housing
241377,Wells Street Tower Condominium Association,701 South Wells Street,Multifamily Housing
241405,Kinzie Park Tower Condominium Association,501 N. Clinton St.,Multifamily Housing
241410,The Brownstone Condominium Association,1440 N. State Parkway,Multifamily Housing
241533,565 West Ouincy Condo Association,565 West Ouincy,Multifamily Housing
241550,Lofts At Museum Park Condominium Association,1305 S. Michigan Ave.,Multifamily Housing
241747,Hampden Tower Condominium Association,2754 N. Hampden Ct.,Multifamily Housing
241767,340 on the Park,340 East Randolph Street,Multifamily Housing
241820,Park Millennium Condominium Association,222 N. Columbus Dr.,Multifamily Housing
241873,The Columbian Condominium Association,1160 S Michigan Ave,Multifamily Housing
241892,CityView Condominium Association (241892),440 North Mcclurg Court,Multifamily Housing
241915,474 North Lake Shore Drive,474 North Lake Shore Drive,Multifamily Housing
241989,30 East Elm Condominium Association,30 E Elm St,Multifamily Housing
242048,3550 N Lake Shore Drive,3550 N Lake Shore Dr.,Multifamily Housing
242148,Museum Park Place South (1841 S Calumet Ave),1841 S Calumet Ave,Multifamily Housing
242162,The Caravel,635 North Dearborn Street,Multifamily Housing
242172,Two East Oak Condominium Association (tw206),Two East Oak Street,Multifamily Housing
242188,345 N LaSalle Drive,345 N Lasalle Drive,Multifamily Housing
242236,University Station CA,1550 S Blue Island Ave,Multifamily Housing
242238,535 North Michigan,535 North Michigan Avenue,Multifamily Housing
242264,Malibu East Condominium,6033 N Sheridan Rd,Multifamily Housing
242279,1100 N. Lake Shore Condominium Association,1100 N LAKESHORE DR,Multifamily Housing
242313,3150 CA,3150 N Lake Shore Dr,Multifamily Housing
242359,1000 W Washington Blvd,1000 W Washington Blvd,Multifamily Housing
242510,The Residences at the Joffrey Tower Condo Association,8 E Randolph,Multifamily Housing
242537,James Kilmer Condo Association,1560 North Sandburg Terrace,Multifamily Housing
242554,3001 S Michigan,3001 S Michigan Ave,Multifamily Housing
242563,212 W Washington Condo,212 W Washington St,Multifamily Housing
242586,The Pearson,250 East Pearson St,Multifamily Housing
242605,850 Dewitt Place Condominiums,850 N Dewitt Place,Multifamily Housing
242629,Hollywood Towers Condo Association,5701 North Sheridan Rd.,Multifamily Housing
242633,530 North Lake Shore Drive,530 North Lake Shore Drive,Multifamily Housing
242635,R+D 659 Condominium (659 W Randolph St ),659 W Randolph St,Multifamily Housing
242638,411 W Ontario,411 W. Ontario Street,Multifamily Housing
242643,1400 Museum Park Condo (100 E 14th Street),100 E 14th Street,Multifamily Housing
242654,1660 N LaSalle CA,1660 N. Lasalle,Multifamily Housing
242655,Ten East Delaware,10 E Delaware,Multifamily Housing
242661,2921 S Michigan,3001 S Michigan Ave,Multifamily Housing
242732,The Residences at Hudson & Huron Condominium Association,451 W. Huron St.,Multifamily Housing
242901,Alcott and Bryant,1455-1460 North Sandburg,Multifamily Housing
242935,The New York Private Residences (242935),3660 N Lake Shore Dr,Multifamily Housing
243057,El Lago Condominium Association,6157 N. Sheridan Rd,Multifamily Housing
243071,1620 S. Michigan Ave Condo Association,1620 S. Michigan Ave,Multifamily Housing
243108,(IIL733) - 3600 Condominium (3600 N. Lake Shore Drive),3600 N. Lake Shore Drive,Multifamily Housing
243199,Montgomery on Superior Condominium Association,500 W. Superior,Multifamily Housing
243246,Eliot House Condominium Association,1255 N Sandburg Terrace,Multifamily Housing
243247,Ritchie Court Condominium Association,1313 N Ritchie Court,Multifamily Housing
243278,253 East Delaware Condominium Association,253 E Delaware Place,Multifamily Housing
243345,Shoreline Towers (6301 N. Sheridan Rd.),6301 N. Sheridan Rd.,Multifamily Housing
243527,RiverView Condominium Association,445 E North Water St,Multifamily Housing
243547,Admirals Pointe Condominium Association,645 N Kingsbury St,Multifamily Housing
243578,2400 Lakeview Condo (2400 N. Lakeview),2400 N. Lakeview,Multifamily Housing
243596,Imperial Towers,4250 N Marine Dr.,Multifamily Housing
243626,The Silver Tower Chicago Condominium Association,303 West Ohio Street,Multifamily Housing
243636,Winston Tower 3 Condominium Association,7061 N Kedzie,Multifamily Housing
243683,3950 N Lake Shore Drive CA,3950 N. Lake Shore Drive,Multifamily Housing
243690,The 400 Condominium Association,400 E. Randolph St.,Multifamily Housing
243692,5445 Edgewater Plaza Condominium Association,5445 N. Sheridan Rd.,Multifamily Housing
243703,The Newport CA,4800 S. Chicago Beach Drive,Multifamily Housing
243714,The Duplex Tower,6166 N. Sheridan Road,Multifamily Housing
243745,K SOuare Apartments (ks073),1749 N Wells St,Multifamily Housing
243773,680 North Lake Shore Drive,680 North Lake Shore Drive,Multifamily Housing
243776,1150 Condominium Association,1150 N. Lake Shore Dr,Multifamily Housing
243913,990 North Lake Shore Drive,990 North Lake Shore Drive,Multifamily Housing
243916,2930 Sheridan Tower Condominium Association,2930 N. Sheridan Rd.,Multifamily Housing
243920,Newberry Plaza Condominium Association,1030 N State Street,Multifamily Housing
243929,(IL1074) ParkShore Condominium (195 N. Harbor Drive),195 N. Harbor Drive,Multifamily Housing
243937,The Residences of 41 E. 8th Street,41 E. 8th Street,Multifamily Housing
244017,River Plaza,405 North Wabash,Multifamily Housing
244073,900/910 Lake Shore Drive,900 North Lake Shore Dr.,Multifamily Housing
244099,Trump,401 N. Wabash,Mixed Use Property
244102,River City,800 S. Wells Street,Mixed Use Property
244182,Park Place Tower I Condominium (655 W Irving Park Rd ),655 W Irving Park Rd,Multifamily Housing
244200,Michigan Avenue Tower Condominium Association,1250 S. Michigan Ave.,Multifamily Housing
244282,600 N Fairbanks Condo Association,600 N Fairbanks Ct. #1302,Multifamily Housing
244311,3750 N Lake Shore Drive,3750 N Lake Shore Drive,Multifamily Housing
244318,Edge Lofts & Tower Condominium Association,210 South Des Plaines Street,Multifamily Housing
244325,Winston Towers No. 4 Association,7033 N. Kedzie Ave,Multifamily Housing
244333,Huron Pointe Condo Assn ( 421 W. Huron St),421 W. Huron St,Multifamily Housing
244340,Winston Towers V Condominium Association,7141 N Kedzie,Multifamily Housing
244360,1720 South Michigan Condominium Association,1720 S Michigan,Multifamily Housing
244387,Regatta Condominium Association,420 E. Waterside Dr,Multifamily Housing
244426,Park Alexandria Condominium Association,125 South Jefferson Street,Multifamily Housing
244447,One River Place Condominium Association,758 N. Larrabee,Multifamily Housing
244449,30 East Huron Condominium Association,30 E Huron,Multifamily Housing
244503,5000 East End Condominium Association,5000 East End Ave.,Multifamily Housing
244523,933 Van Buren Condominium Association,933 W. Van Buren St.,Multifamily Housing
244534,One Museum Park East Condominium Association,1211 S. Prairie Private,Multifamily Housing
244535,Carl Sandburg Village Condominium Association No. 1,1355 N. Sandburg Terrace,Multifamily Housing
244550,2650 N Lakeview Avenue,2650 N Lakeview Avenue,Multifamily Housing
244592,Harbor View Condo Assoc (1901 S. Calumet),1901 S. Calumet,Multifamily Housing
244593,111 E Chestnut Condominium Association,111 E. Chestnut,Multifamily Housing
244600,One Museum Park West Condominium Association,1201 S Prairie Ave,Multifamily Housing
244613,Lofts and Fairbanks at CityFront Plaza,240 E. Illinois St.,Multifamily Housing
244747,Lancaster Condo Association,201 N. Westshore Drive,Multifamily Housing
244758,Americana Towers Condominium,1636 N. Wells,Multifamily Housing
244760,50 East Bellevue Condo Association,50 East Bellevue Place,Multifamily Housing
244791,Chandler (450 E Waterside Dr.),450 E Waterside Dr.,Multifamily Housing
244809,Malibu Condominium,6007 N. Sheridan Rd.,Multifamily Housing
244817,The Towers CA,1221 N Dearborn St,Multifamily Housing
244826,Park Tower Condominium Association,5415 N. Sheridan Rd.,Multifamily Housing
244931,Metropolitan Place Condo (130 S Canal St ),130 S Canal St,Multifamily Housing
245071,1440 N Lake Shore Drive (1440 N. Lake Shore Drive),1440 N. Lake Shore Drive,Multifamily Housing
250001,120 North LaSalle,120 North Lasalle Street,Office
250002,Arturo Velasquez Institute,2800 South Western,College/University
250004,Kennedy-King College,6301 South Halsted,College/University
250008,Dawson Technical Institute,3901 South State Street,College/University
250009,Malcolm X College,1900 West Van Buren Street,College/University
250014,Mann Park,2949 E 131st St,Other - Recreation
250015,Hamilton Park,513 W 72nd St,Other - Recreation
250016,Loyola Park,1230 W Greenleaf Ave,Other - Recreation
250017,Humboldt Park,1440 North Sacramento,Other - Recreation
250018,Douglas Park,1401 S Sacramento Dr,Other - Recreation
250019,Calumet Park,9801 S Avenue G,Other - Recreation
250020,Gage Park,2411 W 55th St,Other - Recreation
250021,Pulaski Park,1419 West Blackhawk,Other - Recreation
250022,Fosco Park,1312 S Racine Ave,Other - Recreation
250023,La Follette Park,1333 N Laramie Ave,Other - Recreation
250029,"Washington Park Fieldhouse, Trades, DuSable Roundhouse",5531 South King Drive,Museum
250032,California Park / McFetridge,3843 N California Ave,Other - Recreation
250033,South Shore Cultural Center,7059 South South Shore Drive,Other - Recreation
250034,Broadway Armory,5917 N Broadway Ave,Other - Recreation
250035,Austin Polytechical HS -CPS,231 N Pine Ave,K-12 School
250036,Bowen Environmental Studies HS -CPS,2710 E 89th St,K-12 School
250037,Brennemann,4251 N Clarendon Ave,K-12 School
250038,Brooks HS,250 E 111th St,K-12 School
250039,CICS - Larry Hawkins High School,801 E 133rd Pl,K-12 School
250040,Chicago Agriculture HS,3857 W 111th St,K-12 School
250041,Collins Academy High School,1313 S Sacramento Blvd,K-12 School
250042,Crane Achievement Academy -CPS,2245 W Jackson Blvd,K-12 School
250043,Fenger Achievement Academy -CPS,11220 S Wallace St,K-12 School
250044,Garvey Elementary -CPS,10309 S Morgan St,K-12 School
250045,Hyde Park Academy HS -CPS,6220 S Stony Island Ave,K-12 School
250046,Jones HS,700 S State St,K-12 School
250047,Julian HS -CPS,10330 S Elizabeth St,K-12 School
250048,Kennedy HS - Kinzie,6325 W 56th St,K-12 School
250049,Orr HS / Kipp-One,730 N Pulaski Rd,K-12 School
250050,Phillips Academy HS -CPS,244 E Pershing Rd,K-12 School
250051,Simeon HS,8147 S Vincennes Ave,K-12 School
250052,Steinmetz HS,3030 N Mobile Ave,K-12 School
250053,Taft HS,6530 W Bryn Mawr Ave,K-12 School
250054,Tilden HS -CPS,4747 S Union Ave,K-12 School
250055,Von Steuben HS,5039 N Kimball Ave,K-12 School
250056,Whitney Young -CPS,211 S Laflin St,K-12 School
250057,ENGLEWOOD HEALTH CENTER,641 W. 63rd St.,Outpatient Rehabilitation/Physical Therapy
250058,MARTIN LUTHER KING COMMUNITY CENTER,4314 S. Cottage Grove Ave.,Other - Entertainment/Public Assembly
250059,311 City Services,2111 W. Lexington,Office
250060,Garfield Center,10 S. Kedzie Ave.,Office
250061,WOODSON REGIONAL LIBRARY,9525 S. Halsted St.,Library
250062,R. J. OUINN ACADEMY (FIRE),558 W. De Koven St.,Adult Education
250063,Gallery 37,66 E Randolph St,Other - Entertainment/Public Assembly
250065,SULZER LIBRARY,4455 N. Lincoln Ave.,Library
250066,CDOT Central Office,1501 W Pershing Rd,Office
250067,Goldblatts Building,1609 W. Chicago,Office
250068,POLICE TRAINING ACADEMY,1300 W. Jackson Blvd.,Adult Education
250069,Altgeld Gardens,925 E. 130th Street,Multifamily Housing
250070,Bridgeport Homes,844 W 32nd St,Multifamily Housing
250071,Cabrini Rowhomes,900 N Hudson,Multifamily Housing
250072,Lake Parc Place,3939-3983 S. Lake Park Ave,Multifamily Housing
250073,Lathrop 1A,2000 W Diversey Avenue,Multifamily Housing
250074,Lawndale Gardens,2530 S. Washtenaw Ave,Multifamily Housing
250075,Frank O Lowden Homes,200 W. 95th Street,Multifamily Housing
250076,Trumbull Park Homes,2437 E 106th St,Multifamily Housing
250077,Wentworth Gardens,3770 S. Wentworth Ave,Multifamily Housing
250078,Henry Horner Annex,1815 W. Monroe Street,Multifamily Housing
250079,Ada S. Dennison-McKinley Apartments,661 E. 69th Street,Multifamily Housing
250080,Albany Terrace Apartments,3030 W. 21st Place,Multifamily Housing
250081,Alfreda Barnett Duster Apartments,150 S. Campbell,Multifamily Housing
250082,Armour SOuare Apartments,3120-3250 S. Wentworth Ave,Multifamily Housing
250083,Daniel Hudson Burnham Apartments,1930 W. Loyola Ave,Multifamily Housing
250085,Elizabeth Davis Apartments,440 N. Drake Ave,Multifamily Housing
250086,Elizabeth Wood Apartments,1845 N. Larrabee St,Multifamily Housing
250087,Fannie Emanuel,3916 W. Washington,Multifamily Housing
250088,Harry J. Schneider Apartments,1750 W. Peterson Ave,Multifamily Housing
250089,Hattie Callner,855 W. Aldine Ave,Multifamily Housing
250090,Irene McCoy Gaines Apartments,3700 W. Congress Parkway,Multifamily Housing
250091,Judge Green Apartments,4030 S. Lake Park Ave,Multifamily Housing
250092,Judge Harry M. Fisher Apartments,5821 N. Broadway Street,Multifamily Housing
250093,Judge Frederick W. Slater Apartments,740 E. 43rd Street,Multifamily Housing
250095,Dr. Mildred C. Harris Apartments,6360 S Minerva Ave,Multifamily Housing
250098,Lincoln Perry Apartments,3245 S. Prairie Ave,Multifamily Housing
250099,Long Life Apartments,344 W 28th Pl,Multifamily Housing
250100,Lorraine Hansberry Apartments,5670 W Lake St,Multifamily Housing
250101,Margaret Day Blake Apartments,2140 N Clark St,Multifamily Housing
250102,Maria Diaz Martinez Apartments,2111 N Halsted St,Multifamily Housing
250104,Mary Hartwell Catherwood Apartments,3920-40 N Clark St,Multifamily Housing
250105,Mary Jane Richardson-Jones Apartments,4930 S. Langley Ave,Multifamily Housing
250106,Maudelle Brown Bousfield Apartments,4949 S. Cottage Grove,Multifamily Housing
250107,Major Robert H Lawrence Apartments,655 W 65th Street,Multifamily Housing
250108,Vivian Carter Apartments,6401 S. Yale Ave,Multifamily Housing
250109,Vivian Gordon Harsh Apartments,4227 S. Oakenwald Ave,Multifamily Housing
250111,Wicker Park Apartments,1414 N Damen Ave,Multifamily Housing
250112,William Jones Apartments,1447 S. Ashland Ave,Multifamily Housing
250113,William Castleman Apartments,4945 N Sheridan Rd,Multifamily Housing
250114,Zelda Ormes Apartments,116 W Elm St,Multifamily Housing
250115,City Hall,121 N. La Salle St.,Office
250117,MT SINAI HOSPITAL,1501 S California Ave,Hospital (General Medical & Surgical)
250118,Humboldt Park Health,1044 N. Francisco Ave,Hospital (General Medical & Surgical)
250120,Sinai Schwab Rehabilitation Hospital,1401 S California Ave,Outpatient Rehabilitation/Physical Therapy
250121,St Bernard Hospital,326 West 64th St,Hospital (General Medical & Surgical)
250122,Swedish Hospital Campus,5145 North California,Mixed Use Property
250124,Albert Merritt Billings,950 East 59th St,Office
250125,Comer Children's Hospital,5721 S Maryland Ave,Hospital (General Medical & Surgical)
250126,DCAM,5758 S Maryland Ave,Ambulatory Surgical Center
250127,Bernard Mitchell Hospital,5815 S Maryland Ave,Hospital (General Medical & Surgical)
250128,CCD,5700 S Maryland Ave,Hospital (General Medical & Surgical)
250129,300 North LaSalle,300 N Lasalle,Office
250131,Yards Burlington,4510 S Damen Ave,Retail Store
250132,Yards Forman Mills,4520 S Damen Ave,Retail Store
250133,70800789 -- 47th ~ Damen,4620 S Damen Ave,Supermarket/Grocery Store
250134,231 South LaSalle,231 S. Lasalle Street,Office
250137,Club Ouarters East Wacker Drive,75 East Wacker Drive,Hotel
250138,Provident Hospital,500 E. 51st St.,Hospital (General Medical & Surgical)
250139,Domestic Violence Courthouse,555 W. Harrison St.,Courthouse
250140,State Lake LLC,177 North State,Office
250141,180 North Wacker,180 North Wacker,Office
250142,850 West Jackson,850 West Jackson,Office
250143,325 North Wells,325 North Wells,College/University
250144,11 East Adams LLC,11 East Adams,Office
250145,180 North Wabash LLC,180 N Wabash,Office
250146,Brooks Building LLC,223 Jackson Blvd.,Office
250147,820 W. Jackson LLC,820 W. Jackson,Office
250148,8 S. Michigan LLC,8 S. Michigan Ave,Office
250149,216 West Jackson LLC,216 W Jackson Blvd,Office
250150,Reid Murdoch Center,315-331 N. Lasalle,Office
250151,244 E Pearson LLC,244 E Pearson St,Multifamily Housing
250154,Hektoen Building,627 S Wood St,Laboratory
250155,NMH 211 East Ontario,211 East Ontario,Office
250161,Northwest Armory,1551 North Kedzie,Other
250164,Cumberland Centre - Building 1,5440 N Cumberland Ave,Office
250165,01330 - River East 21,322 E Illinois St,Movie Theater
250167,162 North State Street,162 N. State St.,Residence Hall/Dormitory
250171,The Heritage at Millennium Park,130 North Garland Court,Multifamily Housing
250173,322 South Green,322 South Green,Office
250175,Catalpa Gardens Condominium Association,1122 W. Catalpa Avenue,Multifamily Housing
250176,O'Hare Building 804 (Aviation Administration Building),Chicago O'hare International Airport,Office
251209,Burley & 92nd Centre,9230 S Burley Ave,Senior Living Community
251210,Roseland Centre 10450 S Michigan,10450 S Michigan Ave,Senior Living Community
251211,87th Street Center - All Stores,35 W. 87TH STREET,Retail Store
251212,Knight Buildling,549 W Randolph St,Office
251213,Burnham Park Plaza Condo,40 E. 9th St.,Multifamily Housing
251214,Wilson Yard,1026-1032 W Montrose,Mixed Use Property
251215,Hilliard Homes Phase I Limited Partnership (Family),2031 S Clark,Multifamily Housing
251216,Chicago Residential Inc,2440 North Lakeview Avenue,Multifamily Housing
251217,Harbor House Condominium Association,3200 N. Lake Shore Drive,Multifamily Housing
251218,Museum Tower Residences (251218),1335 South Prairie Avenue,Multifamily Housing
251219,555 Cornelia (251219),555 West Cornelia Ave.,Multifamily Housing
251220,UIC School of Law,304 S State St,College/University
251221,211 West Wacker Drive,211 West Wacker Drive,Office
251222,2229 South Halsted,2229 South Halsted Street,Office
251223,564 W Randolph St,564 W Randolph St,Office
251224,142 East Ontario,142 E Ontario,Office
251225,314 West Superior Street,314 West Superior Street,Office
251226,325 West Huron Street,325 West Huron Street,Office
251227,372 West Ontario Street,372 West Ontario Street,Office
251228,444 North Wells Street,444 North Wells Street,Office
251229,210 East Pearson Condominium Association,210 E. Pearson St.,Multifamily Housing
251230,1448 North Lake Shore Drive Building Corporation,1448 North Lake Shore Drive,Multifamily Housing
251231,The Scott Residences (dba) Wells & Scott Development Partners,211 W Scott,Multifamily Housing
251233,Clybourn,2601 N. Clybourn Street,Retail Store
251234,100 E Huron CA,100 E. Huron Street,Multifamily Housing
251235,110 East Delaware Condominium (110 E Delaware Pl),110 E Delaware Pl,Multifamily Housing
251236,1120 N Lake Shore Drive,1120 N. Lake Shore Drive,Multifamily Housing
251237,1242 Lake Shore Drive,1242 N. Lake Shore Drive,Multifamily Housing
251238,560 W Fulton Condo Assoc.,560 W Fulton,Multifamily Housing
251239,THC YT LLC,2701 S Indiana Ave,Multifamily Housing
251240,5757 N. Sheridan Condominium Association,5757 N. Sheridan,Multifamily Housing
251241,212 E. Condominium (212 E. Cullerton),212 E. Cullerton,Multifamily Housing
251242,330 N Clinton Condo Assoc,330 N Clinton St,Multifamily Housing
251243,333 N Jefferson Condo Association,333 N Jefferson Street,Multifamily Housing
251244,3520 Lake Shore Drive Condominium Association,3520 N. Lake Shore Drive,Multifamily Housing
251245,3800 Lake Shore Drive Condo Association,3800 N Lake Shore Drive,Multifamily Housing
251246,4950 Powhatan Building Corp.,4950 S. Chicago Beach Drive,Multifamily Housing
251247,520 W Huron,520 W. Huron Street,Multifamily Housing
251248,737 W Washington Blvd,737 W Washington Blvd,Multifamily Housing
251249,Jackson Shore Coop Apartments Corp,5490 S. Shore Drive,Multifamily Housing
251250,Lincoln Park Villas CA,1920 N. Clark Street,Multifamily Housing
251251,Union SOuare Condominium Assoc.,333 West Hubbard Street,Multifamily Housing
251252,1445 N State Parkway,1445 N State Parkway,Multifamily Housing
251253,700 W. Van Buren Condo (700 W. Van Buren),700 W. Van Buren,Multifamily Housing
251254,720 Gordon Terrace Condominium Association,720 W Gordon Terrace,Multifamily Housing
251255,Tower Park Residences: 1235 South Prairie Avenue,1235 South Prairie Avenue,Multifamily Housing
251256,State and Chestnut,845 North State Street,Multifamily Housing
251257,Reside on Surf,425 West Surf Street,Multifamily Housing
251258,Reside 707,707 West Sheridan Road,Multifamily Housing
251259,Park Lincoln By Reside,2470 North Clark Street,Multifamily Housing
251260,The Belmont by Reside,3170 North Sheridan Road,Multifamily Housing
251263,Gold Coast Galleria,111 West Maple Street,Mixed Use Property
251265,3150 North Sheridan Road Condominium (3150 N Sheridan Rd ),3150 N Sheridan Rd,Multifamily Housing
251266,363 Erie IL Partners LLC,363 W. Erie St.,Office
251267,Erie on the Park (510 W Erie),510 W Erie,Multifamily Housing
251268,860 Lake Shore Drive Trust (860-880 Lake Shore Drive),860-880 Lake Shore Drive,Multifamily Housing
251269,USEF GC Century Tower LLC,182 W Lake St,Multifamily Housing
251270,15th Place,811 - 833 W 15th Pl,Multifamily Housing
251272,Walmart Supercenter #5781,8331 S Stewart Ave,Wholesale Club/Supercenter
251274,,320 322 W OAKDALE AVE,Multifamily Housing
251275,Conrad Hotel/MWRD McMillan Pavilion,101 E Erie,Hotel
251276,MWRDGC Main Office Building,100 E Erie St,Office
251277,Scientific Games-2718 Roscoe,2718 Roscoe St,Office
251278,Paramount Lofts Condominium Association,1645 W Ogden,Multifamily Housing
251279,Scientific Games-2727 Roscoe,2727 Roscoe St,Office
251280,Scientific Games-3401 California,3401 California,Office
251281,40 E. Oak,40 E Oak Street,Multifamily Housing
251282,1100 N. Dearborn,1100 N. Dearborn St.,Multifamily Housing
251285,Misericordia Home,6300 N. Ridge Ave.,Mixed Use Property
251286,101 Grand,101 W. Grand Ave.,Office
251287,SpringHill Suites O'Hare,8101 W. Higgins,Hotel
251289,1164 West Madison,1164 W. Madison St.,Multifamily Housing
251294,954 W Washington Blvd,954 W Washington Blvd,Office
251295,Ascension Living Resurrection Village - Life Center,7370 West Talcott Avenue,Senior Living Community
251297,Ascension St Elizabeth Professional Office Building,1431 N Western Ave,Medical Office
251298,Galter Life Center,5157 N Francisco Ave,Outpatient Rehabilitation/Physical Therapy
251299,Raffaello Condominium Association,201 E Delaware St,Multifamily Housing
251300,2020 Lincoln Park West Condominium Association,2020 N. Lincoln Park West,Multifamily Housing
251301,Lincoln Park Tower Condominium Association,1960 N Lincoln Park West,Multifamily Housing
251309,Aperion Care International,4815 S. Western Blvd.,Senior Living Community
251310,"0901AS - Chicago, IL",3400 N. Western Avenue,Supermarket/Grocery Store
251312,1961 - ELSTON/LEAVITT,2570 N Elston Ave,Retail Store
251313,4141 W George,4141 W George St.,Mixed Use Property
251314,Clock Tower Lofts Condominium Association,2300 W Wabansia Ave,Multifamily Housing
251315,"0202AS - Chicago, IL",2550 N Clybourn Ave,Supermarket/Grocery Store
251316,"03538AS - Chicago, IL",1763 W Howard St,Supermarket/Grocery Store
251317,Hotel Monaco Chicago,225 N. Wabash Avenue,Hotel
251318,"03181AS - Chicago, IL",87 W 87th Street,Supermarket/Grocery Store
251319,Marketplace at Six Corners,4660 & 4640 W. Irving Park,Strip Mall
251320,"03376AS - Chicago, IL",370 N. Des Plaines,Supermarket/Grocery Store
251321,1150 West Fullerton Building,1150 W. Fullerton,College/University
251322,990 West Fullerton Building,990 West Fullerton Ave,College/University
251324,Arts & Letters Hall,2315 N. Kenmore,College/University
251325,Belden-Racine Hall,2311 N. Racine,College/University
251326,Centennial Hall,2345 N. Sheffield,College/University
251327,Clifton-Fullerton Hall,2350 N. Clifton Ave.,College/University
251328,John T. Richardson Library,2350 N. Kenmore,College/University
251329,McCabe Hall,900 W. Belden,College/University
251330,McGowan North,2325 N Clifton Ave,College/University
251331,Munroe Hall,2312 N. Clifton,College/University
251332,Ray Meyer Fitness and Recreation Center,2235 N. Sheffield,College/University
251333,Sanctuary Hall,2358 N. Sheffield,College/University
251334,Seton Hall,2425 N. Sheffield,College/University
251335,Student Center,2250 N. Sheffield,College/University
251337,The Theatre School,2350 N. Racine,College/University
251338,Thomas P. Levan Center,2322 N. Kenmore,College/University
251339,University Hall,2345 N. Clifton Ave.,College/University
251340,AJ1034 - Chicago Marriott @ Medical District/UIC,625 S. Ashland Avenue,Hotel
251341,The Legacy at Millennium Park,60 East Monroe St,Multifamily Housing
251343, 3180 N LSD (3180 N. Lake Shore Drive),3180 N. Lake Shore Drive,Multifamily Housing
251344,"03470AS - Chicago, IL",3570 North Elston,Supermarket/Grocery Store
251346,650 W Lake,650 W Lake,Office
251347,Evergreen Academy Middle School,3537 S Paulina St,K-12 School
251348,Excel-Woodlawn-CPS,7530 S SOUTH SHORE DR,K-12 School
251351,Owens-CPS,11445 S State St,K-12 School
251352,Bridgeport-CPS,501-05 W 35TH ST,Office
251355,"Evers Elementary, Medgar -CPS",9811 S Lowe Ave,K-12 School
251356,Johnson Elementary -CPS,1504 S Albany Ave,K-12 School
251358,Irving Park Middle -CPS,3815 N Kedvale Ave,K-12 School
251359,Joshua D Kershaw Elementary School,6450 S Lowe Ave,K-12 School
251360,Armour,950 W 33rd Pl,K-12 School
251362,Prosser HS,2148 N Long Ave,K-12 School
251363,Franklin,225 W Evergreen Ave,K-12 School
251364,Rowe-CPS,1424 N Cleaver St,K-12 School
251365,Alcott ES,2625 N Orchard St,K-12 School
251367,Norwood Park,5900 N Nina Ave,K-12 School
251368,Washington HS,3535 E 114th St,K-12 School
251370,West Ridge,6700 N Whipple St,K-12 School
251372,Avondale-Logandale,3212 W George St,K-12 School
251373,Mitchell,2233 W Ohio St,K-12 School
251375,Ashe,8505 S Ingleside Ave,K-12 School
251376,Ashburn,8300 S St Louis Ave,K-12 School
251377,Hurley,3849 W 69th Pl,K-12 School
251379,IBEW Local 134,2722 S. Martin Luther King Drive,Office
251380,Motley School Apartments,739 N Ada St,Multifamily Housing
251381,Irving,749 S Oakley Blvd,K-12 School
251382,Ogden ES,24 W Walton St,K-12 School
251383,"Mcnair Academy Center, Ronald E -CPS",4820 W Walton St,K-12 School
251384,Cather -CPS,2910 W Washington Blvd,K-12 School
251385,Burley,1630 W Barry Ave,K-12 School
251386,Crown Community Academy -CPS,2128 S St Louis Ave,K-12 School
251387,Woodson South -CPS,4414 S Evans Ave,K-12 School
251388,Greeley,832 W Sheridan Rd,K-12 School
251389,"Hendricks C A, Thomas A -CPS",4320 S Princeton,K-12 School
