Address,Coordinates
1659 W Washington Blvd,"{'latitude': 41.882983, 'longitude': -87.6690689}"
5301 5311 W WASHINGTON BLVD,"{'latitude': 41.8820692, 'longitude': -87.757931}"
5638 5646 N CLARK ST,"{'latitude': 41.9847939, 'longitude': -87.66925739999999}"
2550 N Clybourn St,"{'latitude': 41.9271422, 'longitude': -87.6743716}"
211 223 S STATE ST,"{'latitude': 41.8788857, 'longitude': -87.6272513}"
850 N State St,"{'latitude': 41.898368, 'longitude': -87.62840779999999}"
16 - 40 S Halsted St,"{'latitude': 41.8806726, 'longitude': -87.64756589999999}"
3319 N Clifton Ave,"{'latitude': 41.9422574, 'longitude': -87.65757459999999}"
123 N Wacker,"{'latitude': 41.8841281, 'longitude': -87.6364907}"
2545 S DEARBORN ST,"{'latitude': 41.8464546, 'longitude': -87.6278222}"
3200 N Lake Shore Dr,"{'latitude': 41.940655, 'longitude': -87.639882}"
3301 W Franklin Blvd,"{'latitude': 41.8902855, 'longitude': -87.70951869999999}"
70 E Lake St,"{'latitude': 41.8859336, 'longitude': -87.6255305}"
1140 N Wells St,"{'latitude': 41.9032569, 'longitude': -87.6346635}"
6364  N SHERIDAN RD,"{'latitude': 41.9979247, 'longitude': -87.6567669}"
1414  N WELLS ST,"{'latitude': 41.90816969999999, 'longitude': -87.6349094}"
3622 S STATE ST,"{'latitude': 41.8282031, 'longitude': -87.626826}"
447 457 W WELLINGTON AVE,"{'latitude': 41.9365627, 'longitude': -87.6415794}"
8700 W Bryn Mawr Ave,"{'latitude': 41.9827327, 'longitude': -87.84338749999999}"
300 308 N MICHIGAN AVE,"{'latitude': 41.887224, 'longitude': -87.62487100000001}"
5515 South Lowe Ave,"{'latitude': 41.7935487, 'longitude': -87.6410011}"
935 W CHESTNUT ST,"{'latitude': 41.898151, 'longitude': -87.65129}"
2100  N RACINE AVE,"{'latitude': 41.92018360000001, 'longitude': -87.65865199999999}"
1170 W Erie St,"{'latitude': 41.89383369999999, 'longitude': -87.6570715}"
1816  N CLARK ST,"{'latitude': 41.915276, 'longitude': -87.63441569999999}"
650 E 38TH PLACE,"{'latitude': 41.8251004, 'longitude': -87.61041999999999}"
161 W 9TH ST,"{'latitude': 41.8704814, 'longitude': -87.6326539}"
4820 W Walton St,"{'latitude': 41.8980103, 'longitude': -87.7470378}"
55 E Jackson Blvd,"{'latitude': 41.8780109, 'longitude': -87.62546449999999}"
328 S Jefferson,"{'latitude': 41.8771291, 'longitude': -87.64273659999999}"
401 S State St,"{'latitude': 41.8763776, 'longitude': -87.6271993}"
653 N Kingsbury St,"{'latitude': 41.893666, 'longitude': -87.641324}"
901 905 W ARGYLE ST,"{'latitude': 41.9731043, 'longitude': -87.6529668}"
7019 N Ashland Ave,"{'latitude': 42.0097432, 'longitude': -87.66957}"
4950 4952 S PRAIRIE AVE,"{'latitude': 41.80424379999999, 'longitude': -87.6198981}"
2601 N Clybourn St,"{'latitude': 41.9305863, 'longitude': -87.6744482}"
4848 N Sheridan Rd,"{'latitude': 41.970975, 'longitude': -87.6550798}"
555 W Roosevelt Rd,"{'latitude': 41.8668973, 'longitude': -87.6413865}"
5460 5470 S HARPER AVE,"{'latitude': 41.7960116, 'longitude': -87.5893966}"
180 N Ada Street,"{'latitude': 41.88498310000001, 'longitude': -87.66112059999999}"
325 N Wells St,"{'latitude': 41.8881406, 'longitude': -87.6336764}"
7001 7013 N SHERIDAN RD,"{'latitude': 42.0096376, 'longitude': -87.6619953}"
3001 S King Dr,"{'latitude': 41.8392951, 'longitude': -87.616405}"
200 N COLUMBUS DR,"{'latitude': 41.8861725, 'longitude': -87.62102709999999}"
3110 N Sheridan Rd,"{'latitude': 41.9383046, 'longitude': -87.6398248}"
5620 5626 N KENMORE AVE,"{'latitude': 41.9845769, 'longitude': -87.65697800000001}"
1440 N Sacramento Dr,"{'latitude': 41.8988014, 'longitude': -87.70243719999999}"
10 W 31st Street,"{'latitude': 41.8387343, 'longitude': -87.62739909999999}"
6040 S HARPER AVE,"{'latitude': 41.7846615, 'longitude': -87.5883618}"
10 S Kedzie Ave,"{'latitude': 41.8805077, 'longitude': -87.70661109999999}"
412 S KEELER AVE,"{'latitude': 41.8747472, 'longitude': -87.73075140000002}"
330 W Diversey Pkwy,"{'latitude': 41.9331466, 'longitude': -87.63841939999999}"
126 E CHESTNUT ST,"{'latitude': 41.898578, 'longitude': -87.6249534}"
223 W Jackson Blvd,"{'latitude': 41.8779263, 'longitude': -87.634757}"
225 W Randolph,"{'latitude': 41.88411139999999, 'longitude': -87.6347416}"
1100 S Hamilton Ave,"{'latitude': 41.86763, 'longitude': -87.6805}"
1260  N ASTOR ST,"{'latitude': 41.9056322, 'longitude': -87.6275457}"
227 239 E DELAWARE PL,"{'latitude': 41.8991027, 'longitude': -87.6203194}"
304 S State St,"{'latitude': 41.87785299999999, 'longitude': -87.6278746}"
730 N Pulaski Rd,"{'latitude': 41.8941939, 'longitude': -87.7264283}"
401 417 E OAKWOOD BLVD,"{'latitude': 41.82238150000001, 'longitude': -87.61589939999999}"
222 N Columbus Dr,"{'latitude': 41.8866836, 'longitude': -87.62121450000001}"
6950 S SANGAMON ST,"{'latitude': 41.76758179999999, 'longitude': -87.6484937}"
2438 2484 W ESTES AVE,"{'latitude': 42.0111488, 'longitude': -87.6929011}"
4880  N MARINE DR,"{'latitude': 41.9715058, 'longitude': -87.6507269}"
326 West 64th St,"{'latitude': 41.7782192, 'longitude': -87.6333116}"
2106 E 87th St,"{'latitude': 41.7379983, 'longitude': -87.57237870000002}"
125  W OHIO ST,"{'latitude': 41.89210629999999, 'longitude': -87.6320259}"
375 E Chicago Ave,"{'latitude': 41.8963628, 'longitude': -87.6174234}"
401 465 E Illinois St,"{'latitude': 41.8909521, 'longitude': -87.6154111}"
8010 S Kostner Ave,"{'latitude': 41.7470356, 'longitude': -87.73219519999999}"
1300 1310 N DEARBORN ST,"{'latitude': 41.9061788, 'longitude': -87.63035119999999}"
205 W Wacker Dr,"{'latitude': 41.8864436, 'longitude': -87.6342963}"
1100 N LAKESHORE DR,"{'latitude': 41.90263849999999, 'longitude': -87.6248358}"
5061  N PULASKI RD,"{'latitude': 41.9740658, 'longitude': -87.7276802}"
2609 W BELMONT AVE,"{'latitude': 41.93931370000001, 'longitude': -87.6934742}"
4626 N Knox Ave,"{'latitude': 41.965278, 'longitude': -87.7444982}"
150 N Wacker Dr,"{'latitude': 41.8847154, 'longitude': -87.6373362}"
1150 N Lake Shore Dr,"{'latitude': 41.9037314, 'longitude': -87.6253777}"
4255 W Adams,"{'latitude': 41.8779074, 'longitude': -87.731796}"
500 N Lake Shore Dr,"{'latitude': 41.8915988, 'longitude': -87.6150244}"
4946 N Sheridan Rd,"{'latitude': 41.9730795, 'longitude': -87.65513969999999}"
4320 W 5th Ave,"{'latitude': 41.8710697, 'longitude': -87.73334469999999}"
7000  S PARNELL AVE,"{'latitude': 41.7668268, 'longitude': -87.6387991}"
1300 N Lake Shore Dr,"{'latitude': 41.9062326, 'longitude': -87.625621}"
6245 6259 N SHERIDAN RD,"{'latitude': 41.996285, 'longitude': -87.655221}"
1531 W HOWARD ST,"{'latitude': 42.0192394, 'longitude': -87.6695237}"
1241 W 19th St,"{'latitude': 41.8556781, 'longitude': -87.6579588}"
400 E Ohio St,"{'latitude': 41.8927913, 'longitude': -87.61749429999999}"
6045  W GRAND AVE,"{'latitude': 41.9206496, 'longitude': -87.77730489999999}"
1316 1326 N STATE PKWY,"{'latitude': 41.9066966, 'longitude': -87.6290661}"
331  S PEORIA ST,"{'latitude': 41.8768691, 'longitude': -87.6492923}"
400 W 76th St,"{'latitude': 41.7565253, 'longitude': -87.6350643}"
501 N Clinton St,"{'latitude': 41.8909895, 'longitude': -87.6422702}"
3900  N PINE GROVE AVE,"{'latitude': 41.9531382, 'longitude': -87.6481721}"
225 W Evergreen Ave,"{'latitude': 41.9062407, 'longitude': -87.6356041}"
2242 N Kedzie Blvd,"{'latitude': 41.9224138, 'longitude': -87.707893}"
6166 N SHERIDAN RD,"{'latitude': 41.9942726, 'longitude': -87.6560689}"
435 N Michigan Ave,"{'latitude': 41.8903627, 'longitude': -87.62364989999999}"
7316 S Hoyne Ave,"{'latitude': 41.7605625, 'longitude': -87.67691339999999}"
7401 S Dorchester,"{'latitude': 41.7605515, 'longitude': -87.5908474}"
5600 S Rockwell St,"{'latitude': 41.7918715, 'longitude': -87.68960659999999}"
3252 N Broadway Ave,"{'latitude': 41.9413063, 'longitude': -87.6446636}"
25 E Oak St,"{'latitude': 41.9005833, 'longitude': -87.62720739999999}"
440 N Wabash Ave,"{'latitude': 41.8904345, 'longitude': -87.6271298}"
1000 E 111th St,"{'latitude': 41.6944193, 'longitude': -87.5990999}"
1409 - 1443 N Ogden Ave,"{'latitude': 41.9074558, 'longitude': -87.6454041}"
1201 1213 W LELAND AVE,"{'latitude': 41.9670955, 'longitude': -87.66006449999999}"
1010 N Lake Shore Drive,"{'latitude': 41.90137, 'longitude': -87.62468299999999}"
222 232 W DIVISION ST,"{'latitude': 41.9039305, 'longitude': -87.6358391}"
321 N Clark St,"{'latitude': 41.888248, 'longitude': -87.6308114}"
7350  S PHILLIPS AVE,"{'latitude': 41.7610169, 'longitude': -87.5652693}"
1040 W Adams St,"{'latitude': 41.8792338, 'longitude': -87.6536666}"
888  S MICHIGAN AVE,"{'latitude': 41.8707053, 'longitude': -87.624488}"
1735 N Paulina,"{'latitude': 41.9134488, 'longitude': -87.670074}"
5400 5406 N KENMORE AVE,"{'latitude': 41.9803277, 'longitude': -87.6567117}"
10909 S Cottage Grove Ave,"{'latitude': 41.6964893, 'longitude': -87.60830089999999}"
2101 S Michigan Ave,"{'latitude': 41.85412609999999, 'longitude': -87.6233987}"
65  E GOETHE ST,"{'latitude': 41.9056992, 'longitude': -87.62623490000001}"
1439  S MICHIGAN AVE,"{'latitude': 41.8629475, 'longitude': -87.6233228}"
1839 N Richmond St,"{'latitude': 41.9148991, 'longitude': -87.6996329}"
2804  E 77TH PL,"{'latitude': 41.7548173, 'longitude': -87.5550011}"
120 S Riverside Plz,"{'latitude': 41.8803166, 'longitude': -87.63899339999999}"
1340 S Damen Ave,"{'latitude': 41.8635856, 'longitude': -87.67634699999999}"
5807 S Woodlawn Ave,"{'latitude': 41.7891387, 'longitude': -87.5954555}"
88 W Schiller St,"{'latitude': 41.9080838, 'longitude': -87.63123829999999}"
6220 N Olcott Ave,"{'latitude': 41.9939514, 'longitude': -87.81415299999999}"
3950 N Lake Shore Dr,"{'latitude': 41.9542313, 'longitude': -87.6458372}"
1101 W WAVELAND AVE,"{'latitude': 41.948927, 'longitude': -87.6569631}"
860 N LaSalle St,"{'latitude': 41.8985087, 'longitude': -87.6335842}"
1201 W Washington Blvd,"{'latitude': 41.88281629999999, 'longitude': -87.65701229999999}"
2666 E 73rd St,"{'latitude': 41.7646323, 'longitude': -87.5598634}"
800 N Michigan Ave,"{'latitude': 41.8971181, 'longitude': -87.62550189999999}"
1550  S INDIANA AVE,"{'latitude': 41.8606229, 'longitude': -87.6228795}"
1407 E 60th St,"{'latitude': 41.7856873, 'longitude': -87.5910437}"
351 W Hubbard St,"{'latitude': 41.88980979999999, 'longitude': -87.63756459999999}"
145 South Wells,"{'latitude': 41.879611, 'longitude': -87.633471}"
833 857 W FULTON MARKET,"{'latitude': 41.8879967, 'longitude': -87.64940279999999}"
5844 S Stony Island Ave,"{'latitude': 41.7885965, 'longitude': -87.5872515}"
200 E Delaware Pl,"{'latitude': 41.8995075, 'longitude': -87.62118129999999}"
5252 S CORNELL AVE,"{'latitude': 41.7998162, 'longitude': -87.5857475}"
5105 S HARPER AVE,"{'latitude': 41.8022135, 'longitude': -87.5889425}"
6825  N SHERIDAN RD,"{'latitude': 42.0064436, 'longitude': -87.6607717}"
1 N Dearborn St,"{'latitude': 41.8822516, 'longitude': -87.6292462}"
422 424 W MELROSE ST,"{'latitude': 41.9413209, 'longitude': -87.6408343}"
5330  N DAMEN AVE,"{'latitude': 41.979035, 'longitude': -87.67987699999999}"
5530 5548 N SHERIDAN RD,"{'latitude': 41.9834801, 'longitude': -87.6555386}"
676 N St Clair St,"{'latitude': 41.8945738, 'longitude': -87.6231481}"
9804 S Exchange,"{'latitude': 41.71710390000001, 'longitude': -87.5530296}"
426 W SURF ST,"{'latitude': 41.9346615, 'longitude': -87.64051979999999}"
4170 N Marine Dr,"{'latitude': 41.9576338, 'longitude': -87.647048}"
70 76 E CEDAR ST,"{'latitude': 41.9026632, 'longitude': -87.6253344}"
6 N Michigan Ave,"{'latitude': 41.8823364, 'longitude': -87.6247696}"
4950-4952 W Thomas St,"{'latitude': 41.9009308, 'longitude': -87.750141}"
42 46 N WALLER AVE,"{'latitude': 41.8815786, 'longitude': -87.76886010000001}"
7707  W IRVING PARK RD,"{'latitude': 41.9522184, 'longitude': -87.8192285}"
5525 N WINTHROP AVE,"{'latitude': 41.9825638, 'longitude': -87.65760209999999}"
408 410 S Michigan Ave,"{'latitude': 41.8764412, 'longitude': -87.62469039999999}"
211 N STETSON AVE,"{'latitude': 41.8863421, 'longitude': -87.6220051}"
708 W Willow St,"{'latitude': 41.9144583, 'longitude': -87.64673619999999}"
3986 W Barry Ave,"{'latitude': 41.9374673, 'longitude': -87.7267844}"
63 E Lake St,"{'latitude': 41.8855926, 'longitude': -87.6256925}"
565 W Quincy St,"{'latitude': 41.8784947, 'longitude': -87.6422376}"
1220 W. Jackson Blvd,"{'latitude': 41.8779835, 'longitude': -87.6579678}"
231 S LaSalle St,"{'latitude': 41.8784253, 'longitude': -87.63203279999999}"
445 E Ohio St,"{'latitude': 41.8925405, 'longitude': -87.6161565}"
2611 W 48th St,"{'latitude': 41.80628189999999, 'longitude': -87.68998359999999}"
600 S Michigan Ave,"{'latitude': 41.8741947, 'longitude': -87.6247696}"
3920 - 3940 N Clark St,"{'latitude': 41.953858, 'longitude': -87.6624023}"
1501 N Greenview Ave,"{'latitude': 41.9091303, 'longitude': -87.664937}"
1850  W ROOSEVELT RD,"{'latitude': 41.8670489, 'longitude': -87.67236419999999}"
440 N Drake Ave,"{'latitude': 41.8892677, 'longitude': -87.7152565}"
5040 N. Pulaski,"{'latitude': 41.9731058, 'longitude': -87.7291468}"
5110  S KENWOOD AVE,"{'latitude': 41.8019906, 'longitude': -87.593965}"
4536-40 N Magnolia Ave,"{'latitude': 41.9646249, 'longitude': -87.6613967}"
411 W Ontario St,"{'latitude': 41.89293139999999, 'longitude': -87.6398195}"
5556 N Sheridan Rd,"{'latitude': 41.983521, 'longitude': -87.65559549999999}"
920  W LAWRENCE AVE,"{'latitude': 41.9693506, 'longitude': -87.6538456}"
1936 N Clark,"{'latitude': 41.9175698, 'longitude': -87.635785}"
7000 7010 S Pulaski Rd,"{'latitude': 41.7652875, 'longitude': -87.7228798}"
8411 S HOLLAND RD,"{'latitude': 41.7410696, 'longitude': -87.63140229999999}"
6000 6038 N CICERO AVE,"{'latitude': 41.9909609, 'longitude': -87.7483287}"
230 W Monroe,"{'latitude': 41.8810687, 'longitude': -87.6348708}"
1926 1960 W HARRISON ST,"{'latitude': 41.8740569, 'longitude': -87.6759166}"
1130 N Dearborn St,"{'latitude': 41.9029221, 'longitude': -87.63025429999999}"
5840 S Kenwood Ave,"{'latitude': 41.7885768, 'longitude': -87.5938547}"
1301 1311 W FLETCHER ST,"{'latitude': 41.9386233, 'longitude': -87.6617878}"
8704 S CONSTANCE AVE,"{'latitude': 41.7368215, 'longitude': -87.5796919}"
2941 S Michigan Ave,"{'latitude': 41.8407433, 'longitude': -87.6226076}"
205 N Michigan Ave,"{'latitude': 41.8862396, 'longitude': -87.6237567}"
430 N Michigan Ave,"{'latitude': 41.8903796, 'longitude': -87.6244409}"
616  W FULTON ST,"{'latitude': 41.887158, 'longitude': -87.643835}"
343 W. Erie St,"{'latitude': 41.8936468, 'longitude': -87.6375236}"
211 W Wacker Dr,"{'latitude': 41.8867826, 'longitude': -87.6345857}"
150 160 E Huron,"{'latitude': 41.8950843, 'longitude': -87.6230933}"
225 N Wabash,"{'latitude': 41.8866272, 'longitude': -87.6260811}"
6201 S Emerald Dr,"{'latitude': 41.7811043, 'longitude': -87.6432451}"
4041  W ROOSEVELT RD,"{'latitude': 41.8659526, 'longitude': -87.7268563}"
2701 2711 N MILDRED AVE,"{'latitude': 41.9312659, 'longitude': -87.6511685}"
30  E DIVISION ST,"{'latitude': 41.9041813, 'longitude': -87.6273638}"
515 N STATE ST,"{'latitude': 41.8914211, 'longitude': -87.6273487}"
211 S Laflin St,"{'latitude': 41.8781343, 'longitude': -87.66381659999999}"
2800  N PINE GROVE AVE,"{'latitude': 41.9331597, 'longitude': -87.641493}"
424  W OAKDALE AVE,"{'latitude': 41.9358217, 'longitude': -87.6405041}"
1307 1325 N CALIFORNIA AVE,"{'latitude': 41.90543390000001, 'longitude': -87.6966606}"
2601 W 63rd St,"{'latitude': 41.7789425, 'longitude': -87.6887366}"
1016 N Laramie,"{'latitude': 41.8990926, 'longitude': -87.75570789999999}"
2939 W Addison St,"{'latitude': 41.9455526, 'longitude': -87.7023277}"
70  E SCOTT ST,"{'latitude': 41.9050992, 'longitude': -87.626024}"
4747 S Marshfield Ave,"{'latitude': 41.8078036, 'longitude': -87.6657475}"
123 E Cermak Rd,"{'latitude': 41.8526105, 'longitude': -87.6228241}"
4434 S COTTAGE GROVE AVE,"{'latitude': 41.81415399999999, 'longitude': -87.6071331}"
721 N Lasalle St,"{'latitude': 41.8952047, 'longitude': -87.6323269}"
7621 S Greenwood Ave,"{'latitude': 41.7562625, 'longitude': -87.597372}"
217 235 W HURON ST,"{'latitude': 41.89459189999999, 'longitude': -87.63529229999999}"
4418 4424 N CLARK ST,"{'latitude': 41.9624192, 'longitude': -87.6665621}"
949  W MADISON,"{'latitude': 41.8814923, 'longitude': -87.65175430000001}"
11411 S Eggleston Ave,"{'latitude': 41.6863711, 'longitude': -87.6333834}"
6748 6750 N ASHLAND AVE,"{'latitude': 42.005153, 'longitude': -87.67087099999999}"
8050 S Chappel Ave,"{'latitude': 41.7494082, 'longitude': -87.5750479}"
400 N CLINTON ST,"{'latitude': 41.8893482, 'longitude': -87.6407545}"
3970 - 3982 N Milwaukee Ave,"{'latitude': 41.9529162, 'longitude': -87.7468966}"
2020 N Lincoln Park West,"{'latitude': 41.9188778, 'longitude': -87.63667910000001}"
251 E Huron St,"{'latitude': 41.89474, 'longitude': -87.6214643}"
4815 S Western Blvd,"{'latitude': 41.80628480000001, 'longitude': -87.6831527}"
3500 W Douglas Blvd,"{'latitude': 41.863198, 'longitude': -87.7133175}"
2335 N Lincoln Ave,"{'latitude': 41.9246008, 'longitude': -87.64694709999999}"
932 W Washington Blvd,"{'latitude': 41.8832588, 'longitude': -87.651281}"
345 E Ohio St,"{'latitude': 41.8921031, 'longitude': -87.6191022}"
1504 S Albany Ave,"{'latitude': 41.8611352, 'longitude': -87.7034693}"
4250 S Princeton Ave,"{'latitude': 41.8166999, 'longitude': -87.6346283}"
6700 N Greenview Ave,"{'latitude': 42.0043233, 'longitude': -87.6687469}"
2843 N LINCOLN AVE,"{'latitude': 41.9336618, 'longitude': -87.659924}"
3424 S State Street,"{'latitude': 41.8320268, 'longitude': -87.6258727}"
211 217 E CHESTNUT ST,"{'latitude': 41.898145, 'longitude': -87.6211981}"
2128 S St Louis Ave,"{'latitude': 41.8526743, 'longitude': -87.7127019}"
14 N Peoria Street,"{'latitude': 41.8822255, 'longitude': -87.6500513}"
2653 W OGDEN AVE,"{'latitude': 41.8617689, 'longitude': -87.6929452}"
1300  N STATE PKWY,"{'latitude': 41.9059944, 'longitude': -87.6290176}"
231 N Pine Ave,"{'latitude': 41.8853805, 'longitude': -87.7629742}"
2650 N Lakeview Ave,"{'latitude': 41.9309314, 'longitude': -87.63996}"
1515 S Michigan Ave,"{'latitude': 41.861496, 'longitude': -87.6236605}"
936 E 54th St,"{'latitude': 41.7985867, 'longitude': -87.60238640000001}"
6835 S Normal Blvd,"{'latitude': 41.7701442, 'longitude': -87.63606670000001}"
201 N CLARK ST,"{'latitude': 41.8860956, 'longitude': -87.6303958}"
5140 S Hyde Park Blvd,"{'latitude': 41.8013522, 'longitude': -87.5849709}"
1201 N LaSalle Street,"{'latitude': 41.8840421, 'longitude': -87.6323654}"
8524 S Green St,"{'latitude': 41.7387041, 'longitude': -87.64539529999999}"
900 E GRAND AVE,"{'latitude': 41.891631, 'longitude': -87.60293130000001}"
5244 N Lakewood Ave,"{'latitude': 41.9776694, 'longitude': -87.66284590000001}"
6134 S. Cottage Grove Avenue,"{'latitude': 41.7829866, 'longitude': -87.60632989999999}"
5301  N DELPHIA AVE,"{'latitude': 41.9754758, 'longitude': -87.84129589999999}"
5801 N Pulaski Rd - Bldg H,"{'latitude': 41.9859751, 'longitude': -87.7244833}"
300 S Riverside Plz,"{'latitude': 41.8775797, 'longitude': -87.6385711}"
221 E 49th St,"{'latitude': 41.8054921, 'longitude': -87.62034530000001}"
1420 W Grace St,"{'latitude': 41.9509697, 'longitude': -87.6655493}"
1322 1328 S WABASH AVE,"{'latitude': 41.8649273, 'longitude': -87.626244}"
2335 N Orchard St,"{'latitude': 41.925041, 'longitude': -87.6460208}"
2425 E 71st St,"{'latitude': 41.7659986, 'longitude': -87.5652898}"
541 W Hawthorne Pl,"{'latitude': 41.94424009999999, 'longitude': -87.6426467}"
901 E 104th St,"{'latitude': 41.7048486, 'longitude': -87.6025143}"
950 W 33rd Pl,"{'latitude': 41.8340213, 'longitude': -87.64986619999999}"
2009 W Schiller St,"{'latitude': 41.90688189999999, 'longitude': -87.67795579999999}"
33 S Aberdeen St,"{'latitude': 41.8806494, 'longitude': -87.65446200000001}"
11 E Walton St,"{'latitude': 41.899701, 'longitude': -87.6276042}"
1044 N Francisco Ave,"{'latitude': 41.9006786, 'longitude': -87.6996714}"
4901 4913 S DREXEL BLVD,"{'latitude': 41.8055073, 'longitude': -87.60305350000002}"
2758 2768 N MILWAUKEE AVE,"{'latitude': 41.9312611, 'longitude': -87.71159019999999}"
